,appid,Game,st_release_date,st_english,st_developer,st_publisher,st_achievements,st_positive_ratings,st_negative_ratings,st_average_playtime,st_median_playtime,st_owners,st_price,st_spy_action,st_spy_adventure,st_spy_casual,st_spy_indie,st_spy_simulation,st_spy_singleplayer,st_spy_strategy
168,6800,commandos behind enemy lines,2007-03-15,1,Pyro Studios,Kalypso Media Digital,0,1561,213,63,70,500000-1000000,3.99,62,0,0,0,0,9,78
169,6810,commandos beyond the call of duty,2007-03-15,1,Pyro Studios,Kalypso Media Digital,0,404,71,12,14,500000-1000000,3.99,44,0,0,0,0,0,41
170,6830,commandos 2 men of courage,2007-03-15,1,Pyro Studios,Kalypso Media Digital,0,1333,238,201,302,500000-1000000,3.99,74,0,0,0,0,0,103
171,6840,commandos 3 destination berlin,2007-03-15,1,Pyro Studios,Kalypso Media Digital,0,421,265,14,20,500000-1000000,3.99,55,0,0,0,0,0,62
172,6850,hitman 2,2007-03-15,1,Io-Interactive A/S,Io-Interactive A/S,0,1514,260,63,58,1000000-2000000,8.29,113,15,0,0,0,51,0
173,6860,hitman blood money,2007-03-15,1,Io-Interactive A/S,Io-Interactive A/S,0,5864,391,435,365,1000000-2000000,9.29,224,0,0,0,0,139,30
174,6870,battlestations midway,2007-03-15,1,Eidos Interactive,Square Enix,0,316,113,0,0,200000-500000,4.99,48,0,0,0,16,9,26
175,6880,just cause,2007-03-15,1,Avalanche Studios,Square Enix,0,1732,846,20,25,1000000-2000000,4.99,124,49,0,0,0,48,0
176,6900,hitman codename 47,2007-03-15,1,IO Interactive A/S,IO Interactive A/S,0,1186,450,62,43,1000000-2000000,7.19,104,5,0,0,0,46,0
177,6910,deus ex,2007-03-29,1,Ion Storm,Square Enix,0,6242,347,324,245,1000000-2000000,4.99,377,0,0,0,0,344,0
178,6920,deus ex invisible war,2007-03-29,1,Ion Storm,Square Enix,0,649,433,24,31,500000-1000000,4.99,118,9,0,0,0,88,0
179,6980,thief deadly shadows,2007-03-29,1,Ion Storm,Square Enix,0,1135,210,254,368,500000-1000000,6.99,110,46,0,0,0,51,0
180,7000,tomb raider legend,2007-03-29,1,Crystal Dynamics,Square Enix,0,1656,243,714,725,500000-1000000,4.99,126,128,0,0,0,41,0
181,7010,project snowblind,2007-03-29,1,Crystal Dynamics,Square Enix,0,175,61,0,0,50000-100000,3.99,35,0,0,0,0,0,0
182,7020,rogue trooper,2007-03-29,1,Rebellion,Rebellion,0,248,15,0,0,50000-100000,6.99,45,0,0,0,0,0,0
183,7110,jade empire,2007-02-27,1,BioWare Corporation,BioWare Corporation;Electronic Arts,0,809,279,0,0,200000-500000,8.99,59,27,0,0,0,63,0
184,7200,trackmania united forever star edition,2008-04-16,1,Nadeo,Ubisoft,0,963,55,4774,4774,100000-200000,25.99,0,0,0,0,0,60,0
185,7210,runaway a road adventure,2007-03-14,1,Pendulo Studios,Focus Home Interactive,0,236,90,14,14,100000-200000,6.99,0,63,0,0,0,10,0
186,7220,runaway the dream of the turtle,2007-03-14,1,Pendulo Studios,Focus Home Interactive,0,86,65,0,0,100000-200000,6.99,0,44,0,0,0,5,0
187,7260,loki,2007-10-05,1,Cyanide Studios,Focus Home Interactive,0,69,54,0,0,20000-50000,6.99,8,0,0,0,0,0,0
188,7340,azada,2010-04-21,1,Big Fish Games,Big Fish Games,0,8,4,0,0,0-20000,6.99,0,0,23,20,0,0,0
189,7510,xblades,2009-04-30,1,Gaijin Entertainment,Topware Interactive,0,1566,981,313,341,500000-1000000,6.99,98,64,0,0,0,32,0
190,7520,two worlds ii,2011-02-03,1,Reality Pump Studios,"Topware Interactive, ACE",61,3054,2051,327,403,500000-1000000,14.99,50,62,0,0,0,88,0
191,7530,two worlds ii castle defense,2011-06-14,1,Reality Pump Studios,Topware Interactive,0,153,194,320,330,200000-500000,6.99,0,0,0,0,0,0,36
192,7600,sid meiers railroads,2007-05-04,1,Firaxis Games;Feral Interactive (Mac),2K;Feral Interactive (Mac),0,1114,570,165,253,500000-1000000,5.99,0,0,7,0,60,26,101
193,7610,railroad tycoon 3,2007-05-04,1,PopTop,2K,0,355,153,46,46,200000-500000,5.99,0,0,0,0,17,9,45
194,7620,railroad tycoon ii platinum,2007-05-04,1,PopTop,2K,0,420,82,1244,1261,200000-500000,2.99,0,0,0,0,27,20,57
195,7650,xcom terror from the deep,2007-05-04,1,"MicroProse Software, Inc",2K,0,385,32,66,82,500000-1000000,2.99,0,0,0,0,0,22,88
196,7660,xcom apocalypse,2008-09-04,1,"MicroProse Software, Inc",2K,0,417,53,18,18,500000-1000000,2.99,0,0,0,0,0,13,78
197,7730,xcom interceptor,2008-09-04,1,"MicroProse Software, Inc",2K,0,57,54,0,0,500000-1000000,2.99,0,0,0,0,0,7,38
198,7760,xcom ufo defense,2008-09-04,1,"MicroProse Software, Inc",2K,0,2165,136,2235,2224,1000000-2000000,2.99,0,0,0,0,33,93,202
199,7770,xcom enforcer,2008-09-04,1,"MicroProse Software, Inc",2K,0,146,138,0,0,500000-1000000,2.99,18,0,0,0,0,0,29
200,7830,men of war,2009-05-06,1,Best Way,1C Entertainment;1C-SoftClub,0,1664,257,0,0,200000-500000,3.99,40,0,0,0,38,32,183
201,7840,death track resurrection,2009-05-06,1,Sky Fallen,1C Entertainment,0,34,50,0,0,20000-50000,1.99,11,0,0,0,0,0,0
202,7860,necrovision,2009-05-20,1,The Farm 51,1C Entertainment,0,539,270,113,113,100000-200000,3.99,54,0,0,0,0,0,0
203,7940,call of duty 4 modern warfare,2007-11-12,1,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),0,8725,821,1417,1503,1000000-2000000,19.99,447,0,0,0,0,237,0
204,8000,tomb raider anniversary,2007-06-05,1,Crystal Dynamics;Feral Interactive (Mac),Square Enix;Feral Interactive (Mac),0,1964,389,239,280,500000-1000000,6.99,133,132,0,0,0,41,0
205,8080,kane and lynch dead men,2007-12-13,1,IO Interactive,Square Enix,0,1223,724,209,209,200000-500000,4.99,96,9,0,0,0,16,0
206,8100,conflict denied ops,2008-02-08,1,Pivotal Games,Square Enix,0,89,103,0,0,50000-100000,3.99,28,0,0,0,0,9,0
207,8140,tomb raider underworld,2008-11-21,1,Crystal Dynamics,Square Enix,0,1779,594,313,565,500000-1000000,6.99,134,155,0,0,0,53,0
208,8170,battlestations pacific,2009-05-13,1,Eidos Studio Hungary,Square Enix,0,1028,542,132,132,200000-500000,6.99,71,0,0,0,49,18,82
209,8190,just cause 2,2010-03-23,1,Avalanche Studios,Square Enix,50,33636,3231,519,272,2000000-5000000,9.99,1121,625,0,0,0,521,0
210,8310,bone out from boneville,2008-06-17,1,Telltale Games,Telltale Games,0,78,71,0,0,100000-200000,0.0,0,33,0,0,0,0,0
211,8320,bone the great cow race,2008-06-17,1,Telltale Games,Telltale Games,0,44,33,0,0,100000-200000,0.0,0,30,0,0,0,0,0
212,8330,telltale texas hold em,2008-06-17,1,Telltale Games,Telltale Games,0,69,77,0,0,100000-200000,1.99,0,0,25,0,0,0,0
213,8340,strong bads cool game for attractive people season 1,2008-12-18,1,Telltale Games,Telltale Games,0,218,25,0,0,100000-200000,22.99,0,54,0,0,0,12,0
214,8400,geometry wars retro evolved,2007-06-18,1,Bizarre Creations,Activision,0,583,62,109,109,100000-200000,2.99,13,0,45,23,0,32,0
215,8500,eve online,2010-12-15,1,CCP,CCP,0,8317,2832,5123,230,1000000-2000000,0.0,130,0,0,0,125,0,179
216,8600,race 07,2007-10-15,1,SimBin,SimBin,0,1684,348,1636,218,1000000-2000000,2.49,0,0,0,0,71,20,0
217,8790,gtr 2 fia gt racing game,2012-12-12,1,SimBin Studios AB,SimBin,0,174,16,0,0,50000-100000,4.99,0,0,0,0,49,8,0
218,8800,civilization iv beyond the sword,2007-07-24,1,Firaxis Games,2K,0,1396,66,108,108,1000000-2000000,5.99,0,0,0,0,0,45,133
219,8870,bioshock infinite,2013-03-25,1,Irrational Games;Aspyr (Mac);Virtual Programming (Linux),2K;Aspyr (Mac),80,79442,3846,614,519,2000000-5000000,19.99,1918,708,0,0,0,1539,0
220,8880,freedom force,2009-05-29,1,Irrational Games,2K,0,197,150,16,16,200000-500000,2.99,0,0,0,0,0,15,55
221,8890,freedom force vs the third reich,2009-05-29,1,Irrational Games,2K,0,121,28,23,23,200000-500000,2.99,0,0,0,0,0,0,34
222,8930,sid meiers civilization 5,2010-09-23,1,Firaxis Games;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),286,129030,5565,4760,1797,5000000-10000000,19.99,0,0,0,0,461,1332,3375
223,8970,axel pixel,2010-10-06,1,Silver Wish Games,2K,12,35,14,0,0,20000-50000,3.49,0,0,0,23,0,0,0
224,9000,spear of destiny,2007-08-03,1,id Software,id Software,0,200,36,0,0,200000-500000,2.49,45,0,0,0,0,13,0
225,9010,return to castle wolfenstein,2007-08-03,1,Gray Matter Studios,Bethesda-Softworks,0,3084,276,32,48,200000-500000,3.99,169,25,0,0,0,73,0
226,9030,quake mission pack 2 dissolution of eternity,2007-08-03,1,Rogue Entertainment,id Software,0,143,15,88,91,200000-500000,2.49,36,0,0,0,0,0,0
227,9040,quake mission pack 1 scourge of armagon,2007-08-03,1,Ritual Entertainment,id Software,0,205,13,129,152,200000-500000,2.49,39,0,0,0,0,0,0
228,9050,doom 3,2007-08-03,1,id Software,id Software,0,2633,376,362,394,200000-500000,0.0,195,14,0,0,0,97,0
229,9060,hexen 2,2007-08-03,1,Raven Software,id Software,0,173,39,10,10,200000-500000,2.99,42,0,0,0,0,10,0
230,9160,master levels for doom 2,2007-08-03,1,id Software,id Software,0,310,69,7,12,500000-1000000,0.0,55,0,0,0,0,22,0
231,9180,commander keen,2007-08-03,1,id Software,id Software,0,737,51,145,145,200000-500000,2.99,51,5,0,0,0,18,0
232,9200,rage,2011-10-03,1,id Software,Bethesda Softworks,60,9394,2882,559,392,1000000-2000000,7.99,349,111,0,0,0,163,0
233,9310,warhammer 40000 dawn of war winter assault,2007-08-07,1,Relic Entertainment,SEGA,0,606,76,213,365,500000-1000000,9.99,13,0,0,0,0,33,90
234,9340,company of heroes opposing fronts,2007-09-24,1,Relic Entertainment,SEGA,0,579,52,79,106,2000000-5000000,9.99,59,0,0,0,0,21,101
235,9350,supreme commander,2011-09-28,1,Gas Powered Games,Square Enix,0,1065,162,306,306,1000000-2000000,8.99,20,0,0,0,0,35,188
236,9420,supreme commander forged alliance,2011-09-28,1,Gas Powered Games,Square Enix,0,4969,174,803,1067,1000000-2000000,8.99,37,17,0,0,0,108,308
237,9450,warhammer 40000 dawn of war soulstorm,2008-03-07,1,Relic Entertainment,SEGA,0,4887,286,1433,1629,1000000-2000000,9.99,35,15,0,0,0,51,197
238,9460,frontlines fuel of war,2008-02-29,1,Kaos Studios,THQ Nordic,0,378,229,154,154,200000-500000,9.99,55,0,0,0,0,19,0
239,9480,saints row 2,2009-01-07,1,Volition,Deep Silver,0,9442,2881,322,81,2000000-5000000,9.99,348,66,0,0,0,139,0
240,9500,gish,2007-07-20,1,Cryptic Sea,Chronic Logic,11,160,94,23,23,200000-500000,5.99,0,0,0,53,0,10,0
241,9710,desperados 2 coopers revenge,2008-03-12,1,Spellbound,THQ Nordic,0,42,54,0,0,50000-100000,6.99,29,0,0,0,0,0,12
242,9760,act of war high treason,2008-03-12,1,Eugen Systems,THQ Nordic,0,157,38,0,0,20000-50000,1.99,28,0,0,0,0,0,14
243,9800,death to spies,2008-03-12,1,Haggard Games,1C Entertainment,0,428,145,64,84,100000-200000,3.99,45,35,0,0,0,17,0
244,9850,codename panzers cold war,2009-05-06,1,InnoGlow;Stormregion;THQ Nordic,THQ Nordic,0,82,56,0,0,20000-50000,13.99,0,0,0,0,20,11,26
245,9880,champions online,2011-06-14,1,Cryptic Studios,Perfect World Entertainment,709,2081,823,12952,724,1000000-2000000,0.0,60,27,0,0,0,15,0
246,9900,star trek online,2012-01-31,1,Cryptic Studios,Perfect World Entertainment,0,7639,2391,2514,638,1000000-2000000,0.0,133,95,0,0,0,69,60
247,9940,blade kitten,2014-05-22,1,Krome Studios,Krome Studios,20,746,149,222,360,50000-100000,1.99,83,73,0,36,0,40,0
248,9960,haunted house,2010-09-28,1,ImagineEngline,Atari,0,9,13,0,0,0-20000,4.79,0,22,0,0,0,0,0
249,9970,star raiders,2011-05-11,1,Incinerator Studios,Atari,12,5,24,0,0,0-20000,6.99,24,0,0,0,0,0,0
250,9980,the undergarden,2010-11-10,1,Artech Studios,Retroism,0,48,24,23,23,20000-50000,4.99,0,0,31,0,0,0,0
251,10090,call of duty world at war,2008-11-18,1,Treyarch,Activision,0,19595,1483,2331,1108,1000000-2000000,19.99,620,210,0,0,0,447,0
252,10100,kings quest collection,2009-07-23,1,Sierra,Activision,0,125,32,10,19,100000-200000,14.99,0,53,0,0,0,0,0
253,10110,space quest collection,2009-07-23,1,Sierra,Activision,0,143,42,10,10,100000-200000,9.99,0,62,0,0,0,5,0
254,10120,aces of the galaxy,2009-07-23,1,Artech Studios,Activision,0,14,16,0,0,0-20000,6.99,22,0,21,0,0,0,0
255,10130,timeshift,2009-07-23,1,Saber Interactive,Activision,0,623,159,0,0,100000-200000,9.99,89,0,0,0,0,35,0
256,10140,3d ultra minigolf adventures,2009-07-23,1,Wanako Games,Activision,0,50,28,0,0,0-20000,6.99,0,0,0,0,0,0,0
257,10150,prototype,2009-06-12,1,Radical Entertainment,Activision,0,3702,904,645,1001,500000-1000000,14.99,364,217,0,0,0,193,0
258,10180,call of duty modern warfare 2,2009-11-11,1,Infinity Ward;Aspyr (Mac),Activision;Aspyr (Mac),50,30006,2826,999,580,5000000-10000000,19.99,1023,167,0,0,0,450,120
259,10220,postal 4,2012-02-17,1,Trashmasters,Akella,38,641,1101,411,411,50000-100000,8.99,112,14,0,10,0,37,0
260,10230,dead mountaineers hotel,2011-10-28,1,Electronic Paradise,Akella,0,25,63,0,0,0-20000,5.59,0,27,0,0,0,0,0
261,10240,a stroke of fate operation valkyrie,2011-10-28,1,SPLine,Akella,0,15,10,0,0,0-20000,4.99,0,25,0,0,0,0,0
262,10250,pt boats knights of the sea,2011-10-28,1,Studio4,Akella,0,12,12,0,0,0-20000,4.99,0,0,0,0,25,0,0
263,10260,pt boats south gambit,2011-10-28,1,studio4,Akella,0,5,10,0,0,0-20000,4.99,0,0,0,0,26,0,0
264,10270,disciples iii reincarnation,2014-02-14,1,Akella,Kalypso Media Digital,0,618,252,889,889,50000-100000,9.99,0,0,0,0,0,22,116
265,10460,the club,2008-02-20,1,Bizarre Creations,SEGA,0,47,50,0,0,20000-50000,9.99,26,0,0,0,0,0,0
266,10500,total war empire,2009-03-04,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),30,14928,1719,3176,1385,2000000-5000000,19.99,101,59,0,0,0,163,681
267,10680,aliens vs predator,2010-02-16,1,Rebellion,SEGA,50,9448,1186,170,168,1000000-2000000,9.99,418,80,0,0,0,210,44
268,11020,trackmania nations forever,2008-04-16,1,Nadeo,Ubisoft,0,8252,1244,902,87,2000000-5000000,0.0,63,36,30,22,84,146,0
269,11040,sherlock holmes nemesis,2008-08-07,1,Frogwares,Frogwares,0,114,43,0,0,100000-200000,6.99,0,43,0,0,0,0,0
270,11050,dracula origin,2008-08-07,1,Frogwares,Frogwares,0,94,45,0,0,20000-50000,6.99,0,37,0,0,0,0,0
271,11130,sherlock holmes the mystery of the mummy,2009-08-06,1,Frogwares,Frogwares,0,59,130,0,0,100000-200000,0.0,0,40,0,0,0,0,0
272,11140,sherlock holmes the awakened edition,2009-08-06,1,Frogwares,Frogwares,0,178,49,0,0,100000-200000,6.99,0,44,0,0,0,0,0
273,11150,sherlock holmes the silver earring,2009-08-06,1,Frogwares,Frogwares,0,98,54,0,0,50000-100000,6.99,0,34,0,0,0,0,0
274,11190,sherlock holmes versus jack the ripper,2009-12-23,1,Frogwares,Frogwares,0,300,94,0,0,100000-200000,6.99,0,49,0,0,0,7,0
275,11200,shadowgrounds survivor,2007-11-14,1,Frozenbyte,Frozenbyte,0,328,239,355,374,200000-500000,6.99,73,0,0,0,0,10,0
276,11230,gumboy tournament,2008-05-19,1,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",0,351,142,46,49,50000-100000,1.79,0,0,38,40,0,0,0
277,11240,space trader merchant marine,2008-10-23,1,Meridian4,Meridian4,40,299,310,15,15,200000-500000,3.99,59,0,10,39,0,0,35
278,11250,pacific storm,2008-06-24,1,Buka Entertainment;Lesta Studio,Buka Entertainment,0,20,9,0,0,50000-100000,5.59,0,0,0,0,34,0,34
279,11260,pacific storm allies,2008-08-18,1,Lesta Studio,Buka Entertainment,0,78,56,0,0,50000-100000,5.59,0,0,0,0,32,0,30
280,11280,penguins arena sednas world,2008-12-18,1,Frogames,Frogames,10,902,129,91,97,100000-200000,4.79,39,0,38,36,0,0,0
281,11330,obulis,2009-03-19,1,IonFX,Meridian4,17,586,130,41,69,100000-200000,3.99,0,0,59,48,0,30,16
282,11340,larva mortus,2009-03-19,1,Meridian4,Meridian4,25,523,161,76,108,100000-200000,3.99,58,10,14,52,0,14,0
283,11360,chains,2009-07-01,1,2DEngine.com,Meridian4,0,433,148,36,36,100000-200000,3.99,0,0,25,48,0,23,0
284,11450,overlord,2009-11-12,1,Triumph Studios;Virtual Programming,Codemasters,0,3439,276,304,304,1000000-2000000,3.49,167,119,0,0,0,108,67
285,11480,soldiers heroes of world war 2,2014-07-03,1,Best Way,1C Entertainment,0,273,61,0,0,100000-200000,3.99,0,0,0,0,0,0,42
286,11560,maelstrom the battle for earth begins,2009-02-13,1,KDV Games,Codemasters,0,69,44,0,0,20000-50000,3.49,0,0,0,0,0,0,27
287,11590,hospital tycoon,2009-02-13,1,Deep Red Limited,Codemasters,0,175,301,119,176,200000-500000,3.49,0,0,0,0,43,13,0
288,12100,grand theft auto 4,2008-01-04,1,Rockstar Games,Rockstar Games,0,4718,750,98,63,1000000-2000000,5.99,267,90,0,0,0,152,0
289,12110,grand theft auto vice city,2011-01-10,1,Rockstar Games,Rockstar Games,0,9817,819,209,93,2000000-5000000,5.99,372,142,0,0,0,211,0
290,12120,grand theft auto san andreas,2008-01-04,1,Rockstar Games,Rockstar Games,0,26877,3243,807,249,2000000-5000000,9.99,1039,467,0,0,0,653,0
291,12130,manhunt,2008-01-04,1,Rockstar North,Rockstar Games,0,816,433,99,101,200000-500000,5.99,60,0,0,0,0,29,0
292,12140,max payne,2008-01-04,1,Remedy Entertainment,Rockstar Games,0,3926,435,316,316,500000-1000000,5.99,226,24,0,0,0,94,0
293,12150,max payne 2 the fall of max payne,2008-01-04,1,Remedy Entertainment,Rockstar Games,0,2506,172,175,175,500000-1000000,5.99,186,32,0,0,0,89,0
294,12170,grand theft auto,2008-01-04,1,Rockstar North,Rockstar Games,0,199,30,7,7,500000-1000000,0.0,59,16,0,0,0,26,0
295,12180,grand theft auto 2,2008-01-04,1,Rockstar North,Rockstar Games,0,184,17,3,4,500000-1000000,0.0,101,19,0,0,0,46,0
296,12200,bully scholarship edition,2008-10-21,1,Rockstar New England,Rockstar Games,0,8504,1764,319,225,1000000-2000000,9.99,309,293,0,0,50,188,0
297,12210,grand theft auto iv,2008-12-02,1,Rockstar North;Rockstar Toronto,Rockstar Games,0,35240,18926,1255,634,2000000-5000000,19.99,1436,777,0,0,0,617,0
298,12220,grand theft auto episodes from liberty city,2010-04-12,1,Rockstar North / Toronto,Rockstar Games,0,6401,2345,508,112,2000000-5000000,14.99,265,114,0,0,0,100,0
299,12310,culpa innata,2008-01-18,1,Momentum Digital Media Technologies,Strategy First,0,57,14,0,0,20000-50000,6.99,0,45,21,0,0,0,0
300,12320,sacred gold,2008-07-09,1,Ascaron Entertainment ltd.,Strategy First,0,1489,319,337,404,200000-500000,6.99,100,45,0,0,0,57,0
301,12330,darkstar one,2008-02-13,1,Ascaron Entertainment ltd.,Strategy First,0,256,59,0,0,100000-200000,6.99,40,0,0,0,16,0,0
302,12340,jack keane,2008-06-27,1,Deck13,Deck13,0,46,27,0,0,20000-50000,6.99,0,36,0,0,0,0,0
303,12360,flatout ultimate carnage,2008-08-26,1,Bugbear Entertainment,Strategy First,0,1967,394,37,71,200000-500000,16.99,30,0,0,0,0,14,0
304,12390,exodus from the earth,2008-10-24,1,Parallax Arts Studio,Strategy First,0,51,44,0,0,0-20000,10.99,28,0,0,0,0,0,0
305,12420,perimeter 2 new earth,2009-02-10,1,KDV Games,Strategy First,0,12,41,0,0,0-20000,10.99,0,0,0,0,0,0,30
306,12430,slamit pinball big score,2009-02-23,1,Technetium Games,Kalypso Media Digital,0,31,69,2,2,0-20000,3.99,0,0,21,0,0,0,0
307,12440,ankh 2 heart of osiris,2009-06-16,1,Deck 13,Strategy First,0,23,17,0,0,20000-50000,10.99,0,34,0,0,0,0,0
308,12450,ankh 3 battle of the gods,2009-06-16,1,Deck 13,Strategy First,0,12,8,0,0,20000-50000,10.99,0,32,0,0,0,0,0
309,12460,bc kings,2009-06-16,1,Mascot Entertainment,Strategy First,0,85,76,0,0,20000-50000,3.99,0,0,0,0,0,0,44
310,12470,port royale 2,2009-06-16,1,Ascaron Entertainment ltd.,Strategy First,0,174,95,203,203,50000-100000,2.99,0,0,0,0,0,0,41
311,12480,9th company roots of terror,2009-12-03,1,Noviy Disk;Lesta Studios Inc,Strategy First,0,86,67,0,0,20000-50000,6.99,0,0,0,0,0,0,31
312,12500,puzzlequest challenge of the warlords,2008-01-29,1,Infinite Interactive,"D3Publisher of America, Inc.",0,561,80,52,52,100000-200000,6.99,0,0,85,8,0,13,19
313,12510,prison tycoon 3 lockdown,2008-01-29,1,Gamebryo;Virtual Playground,ValuSoft;Retroism,0,18,89,0,0,20000-50000,6.99,0,0,0,0,5,0,25
314,12520,18 wheels of steel american long haul,2008-01-29,1,SCS Software,ValuSoft;Play Hard Games,0,245,111,0,0,50000-100000,6.99,0,0,0,0,36,0,0
315,12530,hunting unlimited 2008,2008-01-29,1,SCS Software,ValuSoft;Retroism,0,29,9,0,0,20000-50000,4.99,22,21,0,0,0,0,21
316,12540,mahjongg investigations under suspicion,2008-07-29,1,Zemnott,ValuSoft;Retroism,0,21,6,0,0,20000-50000,5.99,0,0,25,0,0,0,0
317,12560,ride carnival tycoon,2008-07-29,1,Gabriel Entertainment,ValuSoft;Retroism,0,15,26,0,0,20000-50000,4.99,0,0,0,0,27,0,0
318,12590,sprint cars road to knoxville,2008-07-29,1,BigAnt Studios,ValuSoft;Retroism,0,25,24,0,0,20000-50000,4.99,0,0,0,0,0,0,0
319,12600,midnight outlaw 6 hours to sunup,2008-07-29,1,Merscom;Babylon,ValuSoft;Retroism,0,10,27,0,0,20000-50000,4.99,0,0,0,0,0,0,0
320,12640,drakensang,2009-03-09,1,Radon Labs,DTP Entertainment,0,238,72,0,0,100000-200000,6.99,0,17,0,0,0,19,0
321,12670,mission runway,2009-07-17,1,Virtual Playground,ValuSoft;Retroism,0,14,6,0,0,0-20000,4.99,0,0,9,0,23,0,0
322,12710,overlord raising hell,2009-11-12,1,Triumph Studios;Virtual Programming,Codemasters,0,946,75,446,256,500000-1000000,6.99,64,34,0,0,0,34,23
323,12770,rise of the argonauts,2009-01-07,1,Liquid Entertainment,Codemasters,0,365,178,88,147,200000-500000,4.99,31,19,0,0,0,0,0
324,12790,damnation,2009-05-22,1,Blue Omega Entertainment,Codemasters,0,132,182,0,0,50000-100000,6.99,45,26,0,0,0,6,0
325,12810,overlord 2,2009-06-24,1,Triumph Studios;Virtual Programming,Codemasters,0,2116,306,197,119,1000000-2000000,6.99,92,63,0,0,0,104,62
326,12830,operation flashpoint dragon rising,2009-10-08,1,Codemasters Studios,Codemasters,0,1024,580,413,417,500000-1000000,6.99,115,14,0,0,69,52,28
327,13000,ninja reflex steamworks edition,2008-03-21,1,Sanzaru Games,Nunchuck Games,52,48,4,121,121,0-20000,3.99,0,0,20,20,0,0,0
328,13140,americas army 3,2009-06-17,1,U.S. Army,U.S. Army,71,1515,723,12,13,500000-1000000,0.0,159,27,0,0,83,51,53
329,13200,unreal 2 the awakening,2008-03-17,1,"Epic Games, Inc.","Epic Games, Inc.",0,240,100,682,682,200000-500000,8.99,50,0,0,0,0,17,0
330,13210,unreal tournament 3 black,2009-03-05,1,"Epic Games, Inc.","Epic Games, Inc.",57,2414,278,542,239,500000-1000000,13.99,171,18,0,0,0,34,0
331,13230,unreal tournament 2004 editors choice edition,2004-03-17,1,"Epic Games, Inc.","Epic Games, Inc.",0,2211,66,414,496,200000-500000,8.99,143,11,0,0,0,46,0
332,13240,unreal tournament,2008-03-17,1,"Epic Games, Inc.","Epic Games, Inc.",0,2134,65,565,924,200000-500000,5.99,119,0,0,0,0,32,0
333,13250,unreal gold,2008-03-17,1,"Epic Games, Inc.","Epic Games, Inc.",0,1228,132,67,41,500000-1000000,5.99,91,30,0,0,0,44,0
334,13500,prince of persia warrior within,2009-08-27,1,Ubisoft,Ubisoft,0,657,101,307,312,200000-500000,8.59,135,92,0,0,0,61,0
335,13520,far cry,2008-04-01,1,Crytek Studios,Ubisoft,0,3099,609,126,229,500000-1000000,8.59,223,75,0,0,0,96,0
336,13530,prince of persia the two thrones,2009-08-27,1,Ubisoft Montreal,Ubisoft,0,365,109,205,205,200000-500000,8.59,86,74,0,0,0,26,0
337,13540,tom clancys rainbow six vegas,2008-04-09,1,Ubisoft Montreal,Ubisoft,0,371,106,0,0,200000-500000,8.59,61,0,0,0,0,19,0
338,13560,tom clancys splinter cell,2008-04-01,1,Ubisoft,Ubisoft,0,900,147,28,28,200000-500000,4.29,100,22,0,0,0,56,0
339,13570,tom clancys splinter cell chaos theory,2009-08-27,1,Ubisoft Montreal,Ubisoft,0,1777,140,22,22,200000-500000,8.59,142,6,0,0,0,40,0
340,13580,tom clancys splinter cell double agent,2009-02-13,1,Ubisoft Montreal,Ubisoft,0,356,454,0,0,200000-500000,8.59,67,15,0,0,0,22,0
341,13600,prince of persia the sands of time,2009-08-27,1,Kudosoft,Ubisoft,0,831,122,167,167,200000-500000,8.59,109,101,0,0,0,57,0
342,13620,tom clancys ghost recon desert siege,2008-07-15,1,Red Storm Entertainment,Ubisoft,0,34,2,2,2,100000-200000,4.29,34,0,0,0,0,0,5
343,15000,tom clancys rainbow six lockdown,2009-08-27,1,Red Storm Entertainment,Ubisoft,0,80,79,20,20,100000-200000,4.29,39,0,0,0,0,0,0
344,15080,rayman raving rabbids,2008-06-13,1,Ubisoft Bulgaria;Ubisoft Montpellier,Ubisoft,0,239,80,29,29,20000-50000,4.29,39,40,0,0,0,6,0
345,15100,assassins creed,2008-04-09,1,Ubisoft Montreal,Ubisoft,0,5743,1162,360,476,500000-1000000,8.59,429,344,0,0,0,215,0
346,15120,tom clancys rainbow six vegas 2,2008-04-16,1,Ubisoft Montreal,Ubisoft,0,2582,456,1349,1936,500000-1000000,8.59,180,17,0,0,0,97,48
347,15130,beyond good and evil,2008-05-13,1,Ubisoft,Ubisoft,0,1823,186,355,448,200000-500000,4.29,210,278,0,0,0,135,0
348,15160,petz horsez 2,2009-08-27,1,Ubisoft,Ubisoft,0,76,38,0,0,0-20000,4.29,0,0,0,0,33,0,0
349,15170,heroes of might magic 5,2008-05-13,1,Nival,Ubisoft,0,1258,183,396,396,200000-500000,8.59,0,0,0,0,0,9,163
350,15190,brothers in arms road to hill 30,2008-05-13,1,Gearbox Software,Ubisoft,0,624,100,69,69,100000-200000,4.29,67,0,0,0,0,38,15
351,15200,silent hunter wolves of the pacific,2009-08-27,1,Ubisoft Romania,Ubisoft,0,234,128,134,134,50000-100000,8.59,0,0,0,0,68,0,0
