,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
2851,Injustice: Gods Among Us,2013,NetherRealmStudios,Action;Fighting;Fighting;2D;2D,Xbox360,81,7.9,not specified
2852,Nidhogg,2014,Messhof,General;Action;Miscellaneous;General,PC,81,6.7,1-2 
2853,The Elder Scrolls V: Skyrim Special Edition,2016,BethesdaGameStudios,Role-Playing;Western-Style,PlayStation4,81,6.9,No Online Multiplayer
2854,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,81,6.1,not specified
2855,NBA 2K8,2007,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,Xbox360,81,7.0,8  Online
2856,Torment: Tides of Numenera,2017,InXileEntertainment,General;General;Role-Playing;Western-Style,PC,81,7.0,No Online Multiplayer
2857,Kalimba,2014,PressPlay,Action;General,XboxOne,81,7.3,not specified
2858,Tiger Woods PGA Tour 07,2006,EARedwoodShores,Sports;Traditional;Golf;Sim,Xbox,81,6.8,4  Online
2859,Metrico+,2016,DigitalDreams,Puzzle;Action,PlayStation4,81,6.3,not specified
2860,NHL 14,2013,ElectronicArts,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,81,6.0,not specified
2861,Tekken 7,2017,BandaiNamcoGames,Action;Fighting;3D,XboxOne,81,6.2,Up to 8 
2862,NBA 2K8,2007,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,81,6.8,10  Online
2863,To the Moon,2011,FreebirdGames,Role-Playing;Adventure;General;General;General,PC,81,9.0,No Online Multiplayer
2864,Madden NFL 15,2014,EASports,Sports;Traditional;Team;Football;Sim,PlayStation4,81,6.1,not specified
2865,Slime-san: Superslime Edition,2018,Fabraz,Action Adventure;Linear,PlayStation4,81,6.5,No Online Multiplayer
2866,Quadrilateral Cowboy,2016,BlendoGames,Simulation;Virtual;Career,PC,81,7.3,No Online Multiplayer
2867,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,2012,BigHugeGames,Role-Playing;Action RPG;Action RPG,Xbox360,81,7.8,not specified
2868,The Sims 3: World Adventures,2009,TheSimsStudio,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,81,7.9,not specified
2869,Painkiller,2004,PeopleCanFly,Action;Shooter;Shooter;First-Person;Fantasy;Fantasy;Arcade,PC,81,8.1,1-16 
2870,Disgaea 5 Complete,2017,NipponIchiSoftware,Strategy;Turn-Based;Tactics,Switch,81,8.6,No Online Multiplayer
2871,WarioWare: Touched!,2005,IntelligentSystems,Miscellaneous;Puzzle;Puzzle;General;Puzzle;Party / Minigame;General,DS,81,8.1,1 Player
2872,Plants vs Zombies: Garden Warfare 2,2016,PopCap,General;Action;Shooter;Third-Person;Tactical,PlayStation4,81,7.6,Up to 24 
2873,NHL 2K6,2005,2KSports,Sports;Traditional;Ice Hockey;Sim,PlayStation2,81,5.8,10  Online
2874,Torchlight,2011,RunicGames,Role-Playing;Action RPG;Action RPG,Xbox360,81,7.7,not specified
2875,Warhammer: Vermintide 2,2018,FatsharkAB,Action;Shooter;First-Person;Arcade,XboxOne,81,6.3,Up to 4 
2876,Danganronpa V3: Killing Harmony,2017,SpikeChunsoft,Action;General;Adventure;Visual Novel,PlayStation4,81,8.0,No Online Multiplayer
2877,Bomberman Ultra,2009,Hudson,Miscellaneous;Puzzle;Puzzle;General;Puzzle;General,PlayStation3,81,7.7,8  Online
2878,Growlanser Generations,2004,CareerSoft,Role-Playing;General,PlayStation2,81,7.7,1 Player
2879,Airborne Assault: Highway to the Reich,2003,PantherGames,Strategy;Real-Time;Wargame;Real-Time;General,PC,81,6.1,1-2 
2880,NCAA March Madness 2004,2003,EASports,Sports;Traditional;Basketball;Sim,Xbox,81,tbd,1-4 
2881,Nancy Drew: Danger on Deception Island,2003,HerInteractive,Adventure;3D;First-Person;Modern;Modern,PC,81,7.6,1 Player
2882,Doom,2001,DavidA.PalmerProductions,Action;Shooter;First-Person;Sci-Fi,GameBoyAdvance,81,8.4,not specified
2883,NASCAR Heat 2002,2001,MonsterGamesInc.,Driving;Racing;Stock Car,PlayStation2,81,tbd,1-2 
2884,Shadowrun: Hong Kong,2015,HarebrainedSchemesLLC,Role-Playing;Western-Style,PC,81,7.8,No Online Multiplayer
2885,Fieldrunners,2009,SubatomicStudios,Strategy;Real-Time;General;General;Defense,PSP,81,7.1,not specified
2886,Kirby: Planet Robobot,2016,HALLabs,Action;Platformer;2D,3DS,81,8.5,not specified
2887,War Thunder,2013,GaijinEntertainment,Action;Simulation;Flight;Flight;Vehicle;Combat,PC,81,6.5,not specified
2888,Race Driver 2006,2006,SumoDigital,Driving;Racing;Simulation;General;General;Automobile,PSP,81,8.5,1-12 
2889,Renegade Ops,2011,AvalancheStudios,Action;General;General;Shooter;Shoot-'Em-Up;Top-Down,Xbox360,81,8.1,not specified
2890,Where is My Heart?,2011,DieGuteFabrik,Action;Platformer;Platformer;2D;2D,PSP,81,8.0,not specified
2891,Saints Row,2006,VolitionInc.,Action Adventure;Modern;Modern;Open-World,Xbox360,81,7.5,Up to 12 
2892,Hitman - Episode 6: Hokkaido,2016,IoInteractive,Action Adventure;General,PlayStation4,81,6.7,not specified
2893,Art Academy: Lessons for Everyone,2012,"Nintendo,HeadstrongGames",Miscellaneous;Edutainment;Edutainment,3DS,81,7.6,not specified
2894,Lumines II,2006,QEntertainment,Miscellaneous;Puzzle;Puzzle;General;Puzzle;Matching;General,PSP,81,7.6,1-2 
2895,Splatoon,2015,Nintendo,Fantasy;Action;Shooter;Third-Person;Arcade,WiiU,81,8.7,Up to 8 
2896,Supreme Commander: Forged Alliance,2007,GasPoweredGames,Strategy;Real-Time;Sci-Fi;Sci-Fi;General;Command,PC,81,8.9,8  Online
2897,Drill Dozer,2006,GameFreak,Action;Platformer;2D,GameBoyAdvance,81,8.5,1 Player
2898,Super One More Jump,2018,SMGStudio,Action;Platformer;2D,Switch,81,7.4,not specified
2899,Oxenfree,2017,NightSchoolStudio,Action Adventure;Adventure;General,Switch,81,7.5,No Online Multiplayer
2900,Sunless Sea,2014,FailbetterGames,Sci-Fi;Action Adventure;General,PC,81,7.6,No Online Multiplayer
2901,The Walking Dead: Season Two Episode 3 - In Harm's Way,2014,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,81,8.3,not specified
2902,Duke Nukem Advance,2002,TorusGames,Action;Shooter;First-Person;Sci-Fi,GameBoyAdvance,81,8.5,1-4 
2903,Marvel Heroes 2015,2014,Gazillion,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi,PC,81,8.2,not specified
2904,Football Manager 2016,2015,Sega,Sports;Team;Soccer;Management,PC,81,6.9,not specified
2905,Tearaway Unfolded,2015,MediaMolecule,Action Adventure;Adventure;General;Fantasy,PlayStation4,81,8.0,not specified
2906,Trackmania Turbo,2016,Nadeo,Racing;Arcade;Automobile,PlayStation4,81,7.6,Up to 32 
2907,Ratchet: Deadlocked,2005,InsomniacGames,Action;Shooter;Third-Person;Sci-Fi,PlayStation2,81,8.8,10  Online
2908,Phantom Brave,2004,NipponIchiSoftware,Strategy;Turn-Based;Fantasy,PlayStation2,81,7.9,1 Player
2909,LEGO Star Wars II: The Original Trilogy,2006,Traveller'sTales,Action Adventure;Sci-Fi;Sci-Fi;General,Xbox360,81,8.0,1-2 
2910,VVVVVV,2010,TerryCavanagh,Action;Platformer;Platformer;2D;2D,PC,81,8.0,No Online Multiplayer
2911,Monster Hunter Freedom Unite,2009,Capcom,Role-Playing;Action RPG;Action RPG,PSP,81,8.5,No Online Multiplayer
2912,Hellblade: Senua's Sacrifice,2017,NinjaTheory,Fantasy;Action Adventure;General,PlayStation4,81,8.3,No Online Multiplayer
2913,The Sims 4: Seasons,2018,Maxis,Simulation;Virtual;Virtual Life,PC,81,7.4,not specified
2914,Teslagrad,2017,RainGames,Action;Platformer;2D,Switch,81,7.4,No Online Multiplayer
2915,Call of Duty: Black Ops III,2015,Treyarch,Action;Shooter;First-Person;Arcade,XboxOne,81,4.5,Up to 18 
2916,Darksiders II,2012,VigilGames,Action Adventure;Modern;Fantasy;Fantasy;Open-World,PC,81,7.9,not specified
2917,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,2010,NipponIchiSoftware,Role-Playing;General;General,PSP,81,7.7,not specified
2918,NBA 2K7,2006,"KushGames,VisualConcepts",Sports;Traditional;Basketball;Sim,PlayStation2,81,8.4,10  Online
2919,Saints Row 2,2008,VolitionInc.,Action Adventure;Modern;Modern;Open-World,Xbox360,81,8.1,Up to 12 
2920,Tom Clancy's Rainbow Six Vegas 2,2008,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PlayStation3,81,7.9,16  Online
2921,Overcooked! 2,2018,GhostTownGamesLtd.,Action;Arcade,PlayStation4,81,7.0,Up to 4 
2922,Resident Evil 5: Lost in Nightmares,2010,Capcom,Action Adventure;Horror;Horror;Survival,PlayStation3,81,7.7,not specified
2923,Mario & Luigi: Superstar Saga + Bowser's Minions,2017,AlphadreamCorporation,Role-Playing;Japanese-Style,3DS,81,8.5,No Online Multiplayer
2924,Wolfenstein: The New Order,2014,MachineGames,General;Action;Shooter;First-Person;Historic;Arcade,PC,81,8.2,No Online Multiplayer
2925,Fallout: New Vegas - Old World Blues,2011,ObsidianEntertainment,Role-Playing;First-Person;First-Person;Western-Style,PlayStation3,81,7.4,not specified
2926,Super Mega Baseball 2,2018,MetalheadSoftware,Sports;Baseball;Arcade;Team,XboxOne,81,7.3,Up to 4 
2927,Mega Man Anniversary Collection,2004,AtomicPlanetEntertainment,Miscellaneous;Compilation,PlayStation2,81,8.6,1 Player
2928,The Sims Bustin' Out,2003,Maxis,Miscellaneous;Virtual Life,PlayStation2,81,8.3,1-2 
2929,Mortal Kombat: Deadly Alliance,2002,Midway,Action;Fighting;3D,Xbox,81,8.2,1-2 
2930,Medal of Honor Frontline,2002,EALA,Action;Shooter;First-Person;Historic,Xbox,81,7.2,1-4 
2931,NHL Hitz 20-03,2002,BlackBox,Sports;Traditional;Ice Hockey;Arcade,Xbox,81,8.5,1-4 
2932,Star Wars: Jedi Starfighter,2002,LucasArts,Simulation;Sci-Fi;Small Spaceship,PlayStation2,81,8.0,1-2 
2933,FIFA Soccer 2002,2001,EASports,Sports;Traditional;Soccer;Sim,GameCube,81,8.0,1-4 
2934,TimeSplitters,2000,FreeRadicalDesign,Action;Shooter;First-Person;Sci-Fi,PlayStation2,81,8.0,1-4 
2935,Downwell,2015,Moppin,Action;General,PC,81,6.5,No Online Multiplayer
2936,From Dust,2011,UbisoftMontpellier,Strategy;Adventure;General;General;General,PlayStation3,81,7.0,not specified
2937,Phoenix Wright: Ace Attorney - Dual Destinies,2013,Capcom,Adventure;General;General;Visual Novel,3DS,81,8.3,No Online Multiplayer
2938,Lone Survivor,2012,superflatgames,Action Adventure;Horror;Horror;Survival,PC,81,7.3,No Online Multiplayer
2939,NCAA Football 08,2007,EASports,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,81,7.8,2  Online
2940,Deus Ex: Mankind Divided - A Criminal Past,2017,EidosMontreal,Action Adventure;General,PlayStation4,81,6.6,not specified
2941,Call of Duty: Advanced Warfare,2014,SledgehammerGames,Action;Shooter;First-Person;Modern;Arcade,XboxOne,81,5.5,Up to 18 
2942,Capcom Classics Collection,2005,DigitalEclipse,Miscellaneous;Compilation,Xbox,81,tbd,1-3 
2943,Rising Storm 2: Vietnam,2017,AntimatterGames,Action;Shooter;First-Person;Tactical,PC,81,7.9,Online Multiplayer
2944,Alien: Isolation,2014,CreativeAssembly,Action Adventure;Sci-Fi;General;Survival,PC,81,8.5,No Online Multiplayer
2945,Phantom Dust,2005,MicrosoftGameStudiosJapan,Action;Shooter;Third-Person;Sci-Fi,Xbox,81,7.7,4  Online
2946,The Witcher,2007,CDProjektRedStudio,Role-Playing;Action RPG;Action RPG,PC,81,8.8,No Online Multiplayer
2947,Phoenix Wright: Ace Attorney Trilogy,2014,NATSUMEATARIInc.,Miscellaneous;Compilation,3DS,81,8.5,not specified
2948,Kentucky Route Zero - Act I,2013,CardboardComputer,Adventure;General;General,PC,81,7.5,not specified
2949,Call of Duty: Black Ops II,2012,Treyarch,Action;Shooter;Shooter;First-Person;Historic;Modern;Arcade,WiiU,81,6.9,not specified
2950,Lone Survivor: The Director's Cut,2013,"CurveStudios,superflatgames",Action Adventure;Horror;Horror;Survival,PlayStationVita,81,8.0,not specified
2951,Strong Bad's Cool Game for Attractive People Episode 4: Dangeresque 3: The Criminal Projective,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,Wii,81,8.6,1 Player
2952,Dishonored: The Brigmore Witches,2013,ArkaneStudios,Action Adventure;Modern;General;Modern,Xbox360,81,7.6,not specified
2953,Life is Strange: Episode 3 - Chaos Theory,2015,DONTNODEntertainment,Action Adventure;General,PlayStation4,81,8.2,not specified
2954,Virtua Fighter 5 Final Showdown,2012,SegaAM2,Action;Fighting;Fighting;3D;3D,Xbox360,81,8.0,not specified
2955,Life is Strange: Before the Storm - Episode 3: Hell is Empty,2017,DeckNineGames,Action Adventure;General,XboxOne,81,8.3,not specified
2956,Mega Man Zero 2,2003,Inti,Action;Platformer;2D,GameBoyAdvance,81,8.7,1-2 
2957,Major League Baseball 2K5,2005,KushGames,Sports;Traditional;Baseball;Sim,Xbox,81,8.2,2  Online
2958,FAST Racing NEO,2015,Shin'en,Driving;Racing;Arcade;Futuristic,WiiU,81,8.6,not specified
2959,Gunslugs,2014,AbstractionGames,Action;General,PlayStationVita,81,7.2,not specified
2960,Jade Empire: Special Edition,2007,BioWare,Role-Playing;Action RPG;Action RPG,PC,81,8.2,No Online Multiplayer
2961,Sensible World of Soccer,2007,Codemasters,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,81,7.4,2  Online
2962,Fortnite,2017,EpicGames,Action;General;General;Shooter;Third-Person;Tactical,PC,81,3.4,Massively Multiplayer
2963,Mighty Milky Way,2011,WayForward,Miscellaneous;Puzzle;Action;Puzzle;Action,DS,81,7.1,1 Player
2964,Shift 2: Unleashed,2011,SlightlyMadStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PlayStation3,81,6.4,not specified
2965,NFL Street,2004,EATiburon,Sports;Traditional;Football;Arcade,GameCube,81,8.2,1-4 
2966,Time Crisis 3,2003,Namco,Action;Shooter;Light Gun,PlayStation2,81,8.1,1-2 
2967,Pro Race Driver,2002,Codemasters,Driving;Racing;GT / Street,PlayStation2,81,8.5,1-4 
2968,Time Crisis II,2001,Namco,Action;Shooter;Light Gun,PlayStation2,81,7.9,1-2 
2969,SWAT 3: Elite Edition,2000,SierraEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern,PC,81,8.4,not specified
2970,Asheron's Call,1999,TurbineInc.,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,81,8.5,Massively Multiplayer
2971,Brave Fencer Musashi,1998,SquareSoft,Role-Playing;Action RPG,PlayStation,81,8.2,1 Player
2972,Trauma Center: Under the Knife,2005,ITL,Action;Simulation;General;General;Virtual;Career,DS,81,8.4,1 Player
2973,"Sakura Wars: So Long, My Love",2010,REDEntertainment,Strategy;Turn-Based;Fantasy,PlayStation2,81,7.3,not specified
2974,Mario Golf: Toadstool Tour,2003,CamelotSoftwarePlanning,Sports;Traditional;Golf;Arcade,GameCube,81,8.1,1-4 
2975,Cities: Skylines - PlayStation 4 Edition,2017,Tantalus,Strategy;Management;Government,PlayStation4,81,7.7,No Online Multiplayer
2976,Unravel,2016,ColdwoodInteractive,Action;Platformer;2D,PC,81,7.8,not specified
2977,page not found,not specified,not specified,no genre,not specified,not specified,not specified,not specified
2978,Midnight Club II,2003,RockstarSanDiego,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,PC,81,8.2,1-8 
2979,Chessmaster 10th Edition,2004,Ubisoft,Miscellaneous;Board Games;Board Games,PC,81,7.5,1-2 
2980,Hitman: Blood Money,2006,IoInteractive,Action Adventure;Modern,Xbox,81,8.9,1 Player
2981,VOEZ,2017,FlyhighWorks,Action;Rhythm;Music,Switch,81,7.9,No Online Multiplayer
2982,Fire Emblem: Shadow Dragon,2009,IntelligentSystems,Strategy;Turn-Based;Fantasy;Fantasy;Tactics,DS,81,7.0,2 
2983,Age of Empires III,2005,EnsembleStudios,Strategy;Real-Time;Historic;Historic;Command,PC,81,7.7,Online Multiplayer
2984,Tales of Monkey Island Chapter 5: Rise of the Pirate God,2009,TelltaleGames,Adventure;General;3D;Fantasy;Third-Person;Fantasy,PC,81,8.4,No Online Multiplayer
2985,Castlevania: Lords of Shadow Ultimate Edition,2013,MercurySteam,Action Adventure;Fantasy;General;Fantasy,PC,81,7.4,No Online Multiplayer
2986,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,2008,TelltaleGames,Miscellaneous;Adventure;General;Compilation,PC,81,8.2,not specified
2987,Toy Soldiers: Cold War,2011,SignalStudios,Strategy;Real-Time;Wargame;Real-Time;General,Xbox360,81,8.7,not specified
2988,Bloodstained: Curse of the Moon,2018,IntiCreates,Action Adventure;Open-World,Switch,82,8.7,No Online Multiplayer
2989,The Elder Scrolls V: Skyrim VR,2018,BethesdaSoftworks,Role-Playing;Western-Style,PC,81,6.3,No Online Multiplayer
2990,The Cat Lady,2012,HarvesterGames,Adventure;General;General,PC,81,8.8,not specified
2991,Assassin's Creed,2007,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,Xbox360,81,7.7,No Online Multiplayer
2992,Guitar Hero Live,2015,FreeStyleGames,Action;Rhythm;Music,XboxOne,81,5.1,not specified
2993,Skylanders SuperChargers,2015,VicariousVisions,Action;Platformer;3D,PlayStation4,81,3.8,Up to 4 
2994,ilomilo,2011,SouthendInteractive,Miscellaneous;Puzzle;Action;General;Puzzle;Puzzle;Action,Xbox360,81,8.1,1 Player
2995,Vessel,2012,StrangeLoopGames,Action;Platformer;Platformer;2D;2D,PC,81,7.9,not specified
2996,Dawn of Discovery,2009,KeenGames,Simulation;Strategy;Real-Time;General;General;Historic,Wii,81,7.9,4  Online
2997,Captain Toad: Treasure Tracker,2014,NintendoEADTokyo,Action;Platformer;3D,WiiU,81,8.6,No Online Multiplayer
2998,Metro 2033,2010,4AGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,81,8.1,not specified
2999,College Hoops 2K7,2007,2KSports,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,81,7.1,10  Online
3000,Fire Emblem Echoes: Shadows of Valentia,2017,IntelligentSystems,Strategy;Turn-Based;Tactics,3DS,81,8.6,No Online Multiplayer
3001,Phoenix Wright: Ace Attorney,2005,Capcom,Adventure;First-Person;Visual Novel;Modern;Modern,DS,81,9.0,No Online Multiplayer
3002,Life is Strange: Episode 5 - Polarized,2015,DONTNODEntertainment,Action Adventure;General,PlayStation4,81,8.3,not specified
3003,NBA Jam: On Fire Edition,2011,EASports,Sports;Traditional;Team;Basketball;Arcade;Arcade,PlayStation3,81,7.2,not specified
3004,Mario & Luigi: Dream Team,2013,AlphadreamCorporation,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,3DS,81,8.1,No Online Multiplayer
3005,Uno,2006,CarbonatedGames,Miscellaneous;Board Games;Board Games;Board / Card Game,Xbox360,81,7.9,4  Online
3006,SteamWorld Heist,2016,Image&Form,Strategy;Turn-Based;General,PC,81,8.2,No Online Multiplayer
3007,OutRun 2006: Coast 2 Coast,2006,SumoDigital,Driving;Racing;Arcade;Arcade;Automobile,PC,81,7.9,1-2 
3008,Peter Jackson's King Kong: The Official Game of the Movie,2005,UbisoftMontpellier,Action Adventure;Modern,GameCube,81,8.3,1 Player
3009,echochrome,2008,"SCE/WWS,SCEJapanStudio",Miscellaneous;Puzzle;Action;Puzzle;General;General,PlayStation3,81,7.3,1 Player
3010,Blur,2010,BizarreCreations,Driving;Racing;Arcade;Arcade;Automobile,PC,81,7.4,not specified
3011,LEGO Batman 2: DC Super Heroes,2012,Traveller'sTales,Action Adventure;Modern;General;Modern,PlayStation3,81,7.5,No Online Multiplayer
3012,Helldivers,2015,ArrowheadGameStudios,Shooter;Sci-Fi;Sci-Fi;Action;Shooter;Third-Person;Arcade,PlayStation4,81,8.1,2 
3013,Mega Man Anniversary Collection,2004,AtomicPlanetEntertainment,Action;Platformer;2D,GameCube,81,8.9,1 Player
3014,The Sims Bustin' Out,2003,Maxis,Miscellaneous;Virtual Life,GameCube,81,8.4,1-2 
3015,Empires: Dawn of the Modern World,2003,StainlessSteelStudios,Strategy;Real-Time;Historic;General;Historic,PC,81,8.3,1-8 
3016,Chessmaster 9000,2002,Ubisoft,Miscellaneous;Board Games;Board Games;Board / Card Game,PC,81,7.7,1-2 
3017,Gothic,2001,PiranhaBytes,Role-Playing;General;General,PC,81,8.7,No Online Multiplayer
3018,Arcanum: Of Steamworks and Magick Obscura,2001,TroikaGames,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,81,8.7,not specified
3019,NASCAR Heat,2000,MonsterGamesInc.,Driving;Racing;Simulation;Stock Car;Stock Car;Automobile,PC,81,8.6,1-16 
3020,Professor Layton and the Azran Legacy,2014,Level5,General;Logic;Puzzle;Miscellaneous;Puzzle;General,3DS,81,8.0,No Online Multiplayer
3021,Company of Heroes 2: Ardennes Assault,2014,"Relic,Sega,RelicEntertainment",Strategy;Real-Time;General;Historic,PC,81,6.3,not specified
3022,PlanetSide,2003,SonyOnlineEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Sci-Fi;Sci-Fi,PC,81,7.3,Massively Multiplayer
3023,Tales From The Borderlands: Episode 3 - Catch A Ride,2015,TelltaleGames,Adventure;General,PC,81,8.4,not specified
3024,The Walking Dead: Season Two Episode 2 - A House Divided,2014,TelltaleGames,General;Action;Adventure;General;Point-and-Click,PC,81,8.5,not specified
3025,Star Wars Jedi Knight II: Jedi Outcast,2002,VicariousVisions,Action;Shooter;First-Person;Sci-Fi,Xbox,81,6.0,1-2 
3026,Madden NFL 19,2018,EATiburon,Sports;Team;Football;Sim,XboxOne,81,3.6,Up to 6 
3027,Finding Paradise,2017,FreebirdGames,Role-Playing;Japanese-Style,PC,81,8.3,not specified
3028,Kingdoms of Amalur: Reckoning,2012,BigHugeGames,Role-Playing;PC-style RPG;Action RPG,PC,81,6.6,No Online Multiplayer
3029,Brothers: A Tale of Two Sons,2015,Starbreeze,Action Adventure;Linear,PlayStation4,81,8.2,not specified
3030,Broken Age,2015,DoubleFineProductions,Third-Person;3D;Adventure;Point-and-Click,PlayStation4,81,7.3,not specified
3031,Life is Strange: Episode 4 - Dark Room,2015,DONTNODEntertainment,Action Adventure;General,PlayStation4,81,8.4,not specified
3032,Tiger Woods PGA Tour 06,2005,EASports,Sports;Traditional;Golf;Sim,Xbox,81,5.1,4  Online
3033,Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,2010,TelltaleGames,Miscellaneous;Adventure;General;3D;Compilation;Third-Person,PC,81,8.3,1 Player
3034,Sunset Overdrive,2014,InsomniacGames,General;Action;General;Shooter;Third-Person;Arcade,XboxOne,81,7.8,Up to 8 
3035,Super Time Force,2014,CapyGames,Action;Platformer;Shooter;2D;Scrolling;Shoot-'Em-Up;Vertical,Xbox360,81,5.8,not specified
3036,Toy Soldiers,2010,SignalStudios,Strategy;Real-Time;Wargame;Real-Time;General,Xbox360,81,8.5,1-2 
3037,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,2016,TelltaleGames,Action;General;Adventure;Point-and-Click,PC,81,7.1,not specified
3038,SSX,2012,EACanada,Sports;Alternative;Individual;Snowboarding;Snowboarding;Ski / Snowboard,PlayStation3,81,6.8,1 Player
3039,Borderlands,2009,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,81,7.7,Up to 4 
3040,DG2: Defense Grid 2,2014,HiddenPathEntertainment,General;Strategy;Real-Time;General;Defense,PC,81,6.7,not specified
3041,Crysis,2011,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,81,7.0,32  Online
3042,Crysis,2011,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,81,7.5,32  Online
3043,CHUCHEL,2018,AmanitaDesign,Adventure;General,PC,81,7.3,No Online Multiplayer
3044,Just Cause 2,2010,AvalancheStudios,Action Adventure;Modern;Modern;Open-World,Xbox360,81,8.0,not specified
3045,Mario Tennis: Power Tour,2005,CamelotSoftwarePlanning,Sports;Traditional;Tennis,GameBoyAdvance,81,8.2,1-4 
3046,Rage,2011,idSoftware,Action;Shooter;Shooter;First-Person;Third-Person;Modern;Modern;Modern;Arcade,Xbox360,81,6.7,Up to 4 
3047,Napoleon: Total War,2010,CreativeAssembly,Strategy;Real-Time;Historic;General;Historic,PC,81,7.9,not specified
3048,Overlord,2007,TriumphStudios,Action Adventure;Fantasy;General;Fantasy,PC,81,8.1,No Online Multiplayer
3049,Rockstar Games presents Table Tennis,2006,RockstarSanDiego,Sports;Traditional;Individual;Tennis;Other;Tennis,Xbox360,81,7.8,8  Online
3050,Metal Gear Solid HD Collection,2012,ArmatureStudio,Miscellaneous;Action Adventure;Modern;Compilation;Compilation,PlayStationVita,81,8.4,1 Player
3051,Jak and Daxter Collection,2012,MassMedia,Action;Miscellaneous;Platformer;Compilation;Compilation;3D,PlayStation3,81,8.4,No Online Multiplayer
3052,Firewatch,2016,CampoSanto,General;Adventure;3D;First-Person,PC,81,6.9,not specified
3053,Reigns: Her Majesty,2017,Nerial,Simulation;General,PC,81,7.8,No Online Multiplayer
3054,Children of Zodiarcs,2017,CardboardUtopia,Role-Playing;Japanese-Style,PlayStation4,81,5.9,No Online Multiplayer
3055,Little Nightmares,2017,TarsierStudios,Action Adventure;General;Linear,PC,81,8.1,No Online Multiplayer
3056,Shantae: Half-Genie Hero,2016,WayForward,Action;Platformer;Platformer;2D;2D,PlayStation4,81,7.6,No Online Multiplayer
3057,OneShot,2016,TeamOneshot,Puzzle;Action,PC,81,8.6,No Online Multiplayer
3058,Watch Dogs 2,2016,UbisoftMontreal,Action Adventure;Open-World,XboxOne,81,7.5,Up to 4 
3059,Zombie Night Terror,2016,NoClip,Puzzle;Action,PC,81,8.1,No Online Multiplayer
3060,Victoria II: Heart of Darkness,2013,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General,PC,81,8.8,not specified
3061,Terraria,2013,EngineSoftware,Action;Action Adventure;Platformer;Platformer;Sandbox;2D;2D,PlayStation3,81,7.9,Up to 8 
3062,Borderlands 2: Captain Scarlett and Her Pirate's Booty,2012,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,81,7.8,not specified
3063,Waveform,2012,EdenIndustries,Puzzle;Action;General;General,PC,81,7.5,not specified
3064,Bit.Trip Flux,2011,GaijinGames,Action;Miscellaneous;Rhythm;Music;Music,Wii,81,7.7,1-2 
3065,Fallout 3: Broken Steel,2009,BethesdaGameStudios,Role-Playing;First-Person;First-Person;General;Western-Style,PlayStation3,81,7.5,1 Player
3066,Personal Trainer: Cooking,2008,IndiesZero,Miscellaneous;General;General,DS,81,7.8,1 Player
3067,Tiger Woods PGA Tour 08,2007,ExientEntertainment,Sports;Traditional;Individual;Golf;Sim;Sim,DS,81,7.6,2  Online
3068,NBA Street Homecourt,2007,EACanada,Sports;Traditional;Team;Basketball;Arcade;Arcade,PlayStation3,81,6.2,2  Online
3069,The Elder Scrolls IV: Knights of the Nine,2006,BethesdaSoftworks,Role-Playing;First-Person;First-Person;Western-Style,PC,81,7.4,1 Player
