,Rank,Game,Month,Year_x,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio,Unnamed: 0,Title,Year_y,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
715,53,boxing fight,8,2018,1496780,756 hours,1097362,302,547,2014,1,1979.87,,,,,,,,,
716,77,rend,8,2018,958245,20333 hours,28195,150,1908,1289,27,47.13,,,,,,,,,
717,85,deaths gambit,8,2018,876286,16217 hours,36456,202,2962,1179,21,54.04,,,,,,,,,
718,99,yakuza 3,8,2018,723712,3751 hours,14737,50,201,974,5,192.94,,,,,,,,,
719,110,this is the police 2,8,2018,569861,8212 hours,19216,92,1314,766,11,69.39,,,,,,,,,
720,127,guilty gear xrd rev 2,8,2018,430584,2779 hours,106301,15,642,579,3,154.94,,,,,,,,,
721,139,shenmue i 2,8,2018,374583,6426 hours,10227,97,889,504,8,58.29,,,,,,,,,
722,142,last tide,8,2018,356133,3285 hours,59571,82,1057,479,4,108.41,,,,,,,,,
723,144,shenmue,8,2018,354935,10396 hours,25645,133,2089,477,13,34.14,,,,,,,,,
724,155,mist survival,8,2018,307401,5247 hours,32268,55,1062,413,7,58.59,,,,,,,,,
725,156,gran turismo sport,8,2018,304694,4086 hours,8236,22,526,410,5,74.57,,,,,,,,,
727,170,strange brigade,8,2018,279452,4623 hours,27741,115,1067,376,6,60.45,,,,,,,,,
728,172,social eating,8,2018,264324,2301 hours,16866,13,1542,355,3,114.87,,,,,,,,,
729,175,phantom doctrine,8,2018,254319,4871 hours,10837,74,629,342,6,52.21,,,,,,,,,
730,177,not tonight,8,2018,250367,1767 hours,27338,20,476,336,2,141.69,,,,,,,,,
731,180,throne of lies medieval politics,8,2018,248963,1687 hours,12691,11,206,335,2,147.58,,,,,,,,,
732,181,welcome to the game,8,2018,247544,388 hours,13698,7,131,333,0,638.0,,,,,,,,,
733,182,fate seeker,8,2018,246994,2238 hours,10937,21,215,332,3,110.36,,,,,,,,,
734,183,jojos bizarre adventure,8,2018,244095,444 hours,6174,10,67,328,0,549.76,,,,,,,,,
735,185,the swordsmen 10,8,2018,241011,2480 hours,21449,21,227,324,3,97.18,,,,,,,,,
737,190,mega man 10,8,2018,228725,3791 hours,4744,20,798,307,5,60.33,,,,,,,,,
738,199,citadel forged with fire,8,2018,216789,3126 hours,24689,27,430,291,4,69.35,,,,,,,,,
739,5,irl,9,2018,36570260,564084 hours,138512,1664,113466,50862,784,64.83,,,,,,,,,
740,19,casino_old,9,2018,6957995,31048 hours,51882,115,1336,9677,43,224.1,,,,,,,,,
741,32,creative,9,2018,3726882,247081 hours,55284,651,29748,5183,343,15.08,,,,,,,,,
742,59,super seducer 2,9,2018,1212026,4810 hours,30155,38,1230,1685,6,251.98,,,,,,,,,
744,88,the bards tale 4,9,2018,689825,3595 hours,20574,57,402,959,5,191.88,,,,,,,,,
745,96,dying light bad blood,9,2018,589867,6088 hours,41658,85,1638,820,8,96.89,,,,,,,,,
746,109,60 parsecs,9,2018,529688,1867 hours,31960,27,606,736,2,283.71,,,,,,,,,
748,119,yakuza kiwami 2,9,2018,479826,12804 hours,23998,78,1206,667,17,37.47,,,,,,,,,
749,122,pro evolution soccer 2019,9,2018,474645,23010 hours,6825,109,3226,660,32,20.63,,,,,,,,,
750,132,immortal unchained,9,2018,428410,4306 hours,26724,39,704,595,5,99.49,,,,,,,,,
751,133,monster hunter generations ultimate,9,2018,422954,25048 hours,6472,103,1636,588,34,16.89,,,,,,,,,
752,147,i wanna be the boshy,9,2018,375658,1254 hours,11361,9,340,522,1,299.57,,,,,,,,,
753,148,call of duty wwii,9,2018,374464,53096 hours,6687,180,25571,520,73,7.05,,,,,,,,,
754,151,naruto to boruto shinobi striker,9,2018,369595,50850 hours,6619,375,8959,514,70,7.27,,,,,,,,,
755,167,call of duty ghosts,9,2018,299440,9606 hours,24695,80,2391,416,13,31.17,,,,,,,,,
757,173,cube escape paradox,9,2018,275473,1316 hours,29101,17,396,383,1,209.33,,,,,,,,,
758,177,identity 5,9,2018,259671,4441 hours,28513,30,694,361,6,58.47,,,,,,,,,
759,178,old spice games,9,2018,259639,57 hours,47320,6,13,361,0,4555.07,,,,,,,,,
760,195,kantai collection,9,2018,236599,13118 hours,3544,70,712,329,18,18.04,,,,,,,,,
761,196,heroes of newerth,9,2018,231302,6790 hours,4593,24,570,321,9,34.07,,,,,,,,,
762,197,old school musical,9,2018,227785,1288 hours,17067,16,384,316,1,176.85,,,,,,,,,
763,198,jurassic world evolution,9,2018,227382,7954 hours,7531,38,1711,316,11,28.59,,,,,,,,,
764,200,farming simulator 17,9,2018,219264,30088 hours,3487,122,3353,304,41,7.29,,,,,,,,,
765,94,the dark occult,10,2018,781332,11076 hours,27794,54,1953,1051,14,70.54,,,,,,,,,
766,97,world war 3,10,2018,747886,22182 hours,26385,234,4140,1006,29,33.72,,,,,,,,,
767,104,wwe 2k19,10,2018,690243,34984 hours,33453,228,4693,928,47,19.73,,,,,,,,,
768,109,red dead redemption,10,2018,634806,13526 hours,25393,63,1895,854,18,46.93,,,,,,,,,
769,129,dragalia lost,10,2018,451739,10019 hours,6702,48,837,607,13,45.09,,,,,,,,,
770,135,infliction,10,2018,419368,2271 hours,29109,31,730,564,3,184.66,,,,,,,,,
771,148,gods basement,10,2018,360652,743 hours,30643,14,286,485,1,485.4,,,,,,,,,
773,161,shadow of the tomb raider,10,2018,305143,38377 hours,5948,198,7223,410,51,7.95,,,,,,,,,
774,174,cardlife,10,2018,275830,1864 hours,23117,26,432,371,2,147.98,,,,,,,,,
775,178,donkey kong country tropical freeze,10,2018,267856,561 hours,68273,10,129,360,0,477.46,,,,,,,,,
776,181,stalker clear sky,10,2018,255110,1508 hours,16143,12,248,343,2,169.17,,,,,,,,,
777,185,beauty body art,10,2018,244063,4048 hours,5400,52,1270,328,5,60.29,,,,,,,,,
778,188,crosscode,10,2018,238627,7902 hours,16151,36,869,321,10,30.2,,,,,,,,,
779,193,hokuto no ken 2,10,2018,231945,4220 hours,6880,47,441,312,5,54.96,,,,,,,,,
780,194,professor layton and the curious village,10,2018,229312,620 hours,6877,6,92,308,0,369.86,,,,,,,,,
782,200,silent hill 2,10,2018,221907,3464 hours,49437,23,529,298,4,64.06,,,,,,,,,
783,59,overkills the walking dead,11,2018,1430321,33296 hours,88925,465,4038,1989,46,42.96,,,,,,,,,
784,72,one hour one life,11,2018,1118318,4793 hours,34399,33,767,1555,6,233.32,,,,,,,,,
785,118,deltarune chapter 1,11,2018,587192,25841 hours,22805,251,8011,816,35,22.72,,,,,,,,,
786,121,call of cthulhu,11,2018,556055,20838 hours,27086,420,4089,773,28,26.68,,,,,,,,,
787,126,granny,11,2018,502047,327 hours,38386,9,119,698,0,1535.31,,,,,,,,,
788,127,extra life,11,2018,501146,28813 hours,18933,1074,2075,697,40,17.39,,,,,,,,,
789,131,the jackbox party pack 5,11,2018,454703,14429 hours,17014,128,3599,632,20,31.51,,,,,,,,,
790,150,thronebreaker the witcher tales,11,2018,369661,7395 hours,10363,49,959,514,10,49.99,,,,,,,,,
791,152,the lord of the rings online,11,2018,361423,5928 hours,31833,29,525,502,8,60.97,,,,,,,,,
792,156,the room three,11,2018,353688,2774 hours,29236,32,630,491,3,127.5,,,,,,,,,
793,164,marble it up,11,2018,328398,592 hours,42256,9,218,456,0,554.73,,,,,,,,,
794,166,halo 5 guardians,11,2018,314924,18667 hours,33163,72,3148,438,25,16.87,,,,,,,,,
795,172,protocol,11,2018,280309,408 hours,25854,9,91,389,0,687.03,,,,,,,,,
796,174,town of salem,11,2018,273341,4071 hours,44307,28,1312,380,5,67.14,,,,,,,,,
798,18,casino,12,2018,7833576,42340 hours,95879,179,1947,10543,56,185.02,,,,,,,,,
799,46,the game awards,12,2018,2616784,7636 hours,819968,2126,2577,3521,10,342.69,,,,,,,,,
800,59,just cause 4,12,2018,1719889,25883 hours,39081,279,5800,2314,34,66.45,,,,,,,,,
801,67,battlerite royale,12,2018,1449280,23094 hours,39304,117,3499,1950,31,62.76,,,,,,,,,
802,71,mutant year zero road to eden,12,2018,1357201,22041 hours,43432,196,3146,1826,29,61.58,,,,,,,,,
803,85,ashen,12,2018,917664,15256 hours,41773,76,3320,1235,20,60.15,,,,,,,,,
804,101,creative destruction,12,2018,685930,34775 hours,78972,123,6344,923,46,19.72,,,,,,,,,
805,105,gris,12,2018,654015,10557 hours,37570,126,3148,880,14,61.95,,,,,,,,,
806,108,x4 foundations,12,2018,633342,15145 hours,18808,101,1209,852,20,41.82,,,,,,,,,
807,113,insurgency sandstorm,12,2018,612790,27906 hours,46465,120,6363,824,37,21.96,,,,,,,,,
808,126,darksiders 3,12,2018,522104,29924 hours,19743,227,4813,702,40,17.45,,,,,,,,,
809,146,kingdom two crowns,12,2018,461244,7162 hours,10774,43,1208,620,9,64.4,,,,,,,,,
810,150,parkitect,12,2018,441771,3536 hours,31132,19,659,594,4,124.94,,,,,,,,,
811,157,marvels spiderman,12,2018,413783,69375 hours,6342,288,17393,556,93,5.96,,,,,,,,,
812,168,spyro reignited trilogy,12,2018,361182,40685 hours,3448,156,7886,486,54,8.88,,,,,,,,,
813,174,katamari damacy,12,2018,349076,4084 hours,25930,50,1418,469,5,85.47,,,,,,,,,
814,178,maplestory 2,12,2018,341262,23290 hours,3413,105,3103,459,31,14.65,,,,,,,,,
816,192,super smash bros for wii u,12,2018,284296,6270 hours,12880,90,1494,382,8,45.34,,,,,,,,,
817,196,book of demons,12,2018,274322,5299 hours,39327,42,1201,369,7,51.77,,,,,,,,,
818,32,kingdom hearts 15 25 remix,1,2019,3991969,106342 hours,24959,324,6925,5372,143,37.54,,,,,,,,,
820,76,friends marble,1,2019,1211549,607 hours,29099,8,86,1630,0,1995.96,,,,,,,,,
821,87,the legend of zelda the wind waker,1,2019,1008069,2834 hours,160170,17,365,1356,3,355.71,,,,,,,,,
822,103,the legend of zelda twilight princess,1,2019,801590,2948 hours,168699,22,402,1078,3,271.91,,,,,,,,,
823,121,street fighter iii 3rd strike,1,2019,639305,1181 hours,40518,16,249,860,1,541.33,,,,,,,,,
824,132,tales of vesperia,1,2019,573839,31646 hours,8935,211,2439,772,42,18.13,,,,,,,,,
825,133,yakuza 4,1,2019,573512,2089 hours,24452,28,135,771,2,274.54,,,,,,,,,
826,141,clop,1,2019,526501,1026 hours,17320,18,415,708,1,513.16,,,,,,,,,
827,143,donkey kong 64,1,2019,516340,1632 hours,26663,10,177,694,2,316.38,,,,,,,,,
828,145,judgement,1,2019,514801,4436 hours,7755,33,317,692,5,116.05,,,,,,,,,
829,146,new super mario bros u,1,2019,512874,7532 hours,23701,92,1600,690,10,68.09,,,,,,,,,
830,148,super mario rpg legend of the seven stars,1,2019,504883,1691 hours,150140,18,269,679,2,298.57,,,,,,,,,
831,165,mortal kombat 10,1,2019,429288,22646 hours,14009,75,7815,577,30,18.96,,,,,,,,,
832,176,ragnarok m eternal love,1,2019,392647,15690 hours,2555,70,1333,528,21,25.03,,,,,,,,,
833,179,crash bandicoot n sane trilogy,1,2019,386777,6502 hours,159634,27,2796,520,8,59.49,,,,,,,,,
834,184,miracle snack shop,1,2019,374368,3290 hours,22437,36,661,503,4,113.79,,,,,,,,,
837,190,mario kart ds,1,2019,342745,116 hours,183673,12,38,461,0,2954.7,,,,,,,,,
838,191,onimusha warlords,1,2019,342483,8441 hours,21726,137,1867,460,11,40.57,,,,,,,,,
841,197,final fantasy 4,1,2019,327388,4556 hours,146533,42,370,440,6,71.86,,,,,,,,,
842,200,trauma center under the knife 2,1,2019,324408,58 hours,119012,8,12,436,0,5593.24,,,,,,,,,
843,48,devotion,2,2019,1715445,13631 hours,106816,564,4185,2556,20,125.85,,,,,,,,,
844,51,jump force,2,2019,1660682,68155 hours,68421,697,18487,2474,101,24.37,,,,,,,,,
846,119,wargroove,2,2019,524986,14432 hours,30241,156,2696,782,21,36.38,,,,,,,,,
848,138,the joy of sex,2,2019,442628,512 hours,31801,13,172,659,0,864.51,,,,,,,,,
850,146,crunchyroll anime awards,2,2019,401668,926 hours,61079,353,390,598,1,433.77,,,,,,,,,
851,162,,2,2019,317951,77004 hours,30919,5804,21758,473,114,4.13,,,,,,,,,
852,164,sunless skies,2,2019,316414,3276 hours,12398,45,467,471,4,96.59,,,,,,,,,
853,165,foundation,2,2019,312266,7596 hours,29078,40,1256,465,11,41.11,,,,,,,,,
854,176,god eater 3,2,2019,272711,17154 hours,29835,144,2866,406,25,15.9,,,,,,,,,
856,183,infestation the new z,2,2019,262976,8517 hours,3663,30,635,391,12,30.88,,,,,,,,,
858,189,super seducer,2,2019,247280,930 hours,11589,16,329,368,1,265.89,,,,,,,,,
859,194,return of the obra dinn,2,2019,231823,1373 hours,10876,9,289,345,2,168.84,,,,,,,,,
860,199,ace combat 7 skies unknown,2,2019,216831,19101 hours,9347,269,3124,323,28,11.35,,,,,,,,,
861,106,dead or alive 6,3,2019,667851,21260 hours,30823,139,3463,898,28,31.41,,,,,,,,,
862,109,kageroh shadow corridor,3,2019,634202,2620 hours,21236,28,438,853,3,242.06,,,,,,,,,
863,112,dawn of man,3,2019,613272,15783 hours,31980,110,2465,825,21,38.86,,,,,,,,,
864,122,astroneer,3,2019,550548,21059 hours,6420,75,3473,740,28,26.14,,,,,,,,,
866,158,a dance of fire and ice,3,2019,395310,8576 hours,22735,62,3595,532,11,46.09,,,,,,,,,
867,165,skylanders ring of heroes,3,2019,378704,7229 hours,10208,28,428,509,9,52.39,,,,,,,,,
868,166,the walking dead the final season,3,2019,376151,6602 hours,24728,174,2772,506,8,56.98,,,,,,,,,
869,177,my time at portia,3,2019,331391,11831 hours,13776,40,1359,446,15,28.01,,,,,,,,,
870,178,blade soul,3,2019,329287,31119 hours,9837,103,2437,443,41,10.58,,,,,,,,,
871,179,devil may cry 3,3,2019,328558,2823 hours,16383,22,572,442,3,116.39,,,,,,,,,
872,184,tetris,3,2019,310233,9336 hours,22667,48,2802,417,12,33.23,,,,,,,,,
873,186,half dead 2,3,2019,303233,1293 hours,25071,16,615,408,1,234.52,,,,,,,,,
874,188,generation zero,3,2019,294832,14825 hours,24289,368,3392,396,19,19.89,,,,,,,,,
875,190,outlaws of the old west,3,2019,283490,18565 hours,8127,116,1823,381,24,15.27,,,,,,,,,
877,195,far cry new dawn,3,2019,266051,26660 hours,11016,131,7004,358,35,9.98,,,,,,,,,
878,200,intruder,3,2019,256499,1117 hours,32687,14,348,345,1,229.63,,,,,,,,,
880,64,tropico 6,4,2019,1430320,20519 hours,19312,132,2888,1989,28,69.71,,,,,,,,,
881,98,imperator rome,4,2019,759356,9003 hours,14561,257,1209,1056,12,84.34,,,,,,,,,
882,103,pathfinder kingmaker,4,2019,723548,4396 hours,12222,22,408,1006,6,164.59,,,,,,,,,
884,113,katana zero,4,2019,665019,10328 hours,28571,98,2607,924,14,64.39,,,,,,,,,
885,118,persona 5,4,2019,612856,17544 hours,8588,73,2368,852,24,34.93,,,,,,,,,
886,120,yoshis crafted world,4,2019,594053,9498 hours,12884,61,1699,826,13,62.55,,,,,,,,,
887,155,yuppie psycho,4,2019,388020,1156 hours,33399,29,233,539,1,335.66,,,,,,,,,
888,157,baba is you,4,2019,386564,8372 hours,12312,30,1846,537,11,46.17,,,,,,,,,
889,159,pagan online,4,2019,382264,7833 hours,28830,75,1141,531,10,48.8,,,,,,,,,
890,169,arena of valor,4,2019,333523,7010 hours,6417,28,881,463,9,47.58,,,,,,,,,
891,178,prominence poker,4,2019,315572,3740 hours,25841,24,998,438,5,84.38,,,,,,,,,
892,193,tetris 99,4,2019,281280,8339 hours,37202,56,2272,391,11,33.73,,,,,,,,,
893,195,my twin brother made me crossdress as him and now i have to deal with a geeky stalker and a domme beauty who want me in a bind,4,2019,269698,134 hours,35249,10,40,375,0,2012.67,,,,,,,,,
894,196,anthem,4,2019,268372,28870 hours,8263,108,4344,373,40,9.3,,,,,,,,,
895,39,rage 2,5,2019,3004606,66442 hours,102848,887,10513,4043,89,45.22,,,,,,,,,
896,65,splitgate arena warfare,5,2019,1516794,50386 hours,87050,768,16224,2041,67,30.1,,,,,,,,,
897,88,xera survival,5,2019,883459,11118 hours,28858,148,2155,1189,14,79.46,,,,,,,,,
898,106,observation,5,2019,731205,5989 hours,52078,87,1330,984,8,122.09,,,,,,,,,
899,148,forager,5,2019,452316,19188 hours,17609,97,3728,608,25,23.57,,,,,,,,,
900,161,artifact,5,2019,424612,15810 hours,16194,268,4709,571,21,26.86,,,,,,,,,
901,165,tom clancys ghost recon wildlands,5,2019,419166,32441 hours,47305,118,8423,564,43,12.92,,,,,,,,,
902,168,totally accurate battle simulator,5,2019,405966,3142 hours,30955,17,1251,546,4,129.21,,,,,,,,,
903,176,last epoch,5,2019,351378,9376 hours,6135,88,865,472,12,37.48,,,,,,,,,
904,179,close to the sun,5,2019,343108,3465 hours,26494,37,867,461,4,99.02,,,,,,,,,
905,192,pathologic,5,2019,311284,3811 hours,21661,71,789,418,5,81.68,,,,,,,,,
906,198,supraland,5,2019,299286,1490 hours,24249,11,325,402,2,200.86,,,,,,,,,
907,66,super mario maker,6,2019,1679647,24608 hours,17846,74,1329,2336,34,68.26,,,,,,,,,
908,75,cadence of hyrule crypt of the necrodancer featuring the legend of zelda,6,2019,1147533,17174 hours,41401,302,3518,1596,23,66.82,,,,,,,,,
909,94,deathgarden bloodharvest,6,2019,927567,51258 hours,30187,268,9418,1290,71,18.1,,,,,,,,,
910,102,chrono trigger,6,2019,847669,3181 hours,143113,20,471,1178,4,266.48,,,,,,,,,
911,105,poku00e9mon crystal,6,2019,776551,2716 hours,168236,49,378,1080,3,285.92,,,,,,,,,
912,106,octopath traveler,6,2019,775474,16031 hours,124073,97,1488,1078,22,48.37,,,,,,,,,
913,107,a plague tale innocence,6,2019,768577,19387 hours,27329,100,3348,1068,26,39.64,,,,,,,,,
914,119,the legend of zelda a link between worlds,6,2019,567274,441 hours,147535,14,72,788,0,1286.34,,,,,,,,,
915,123,super mario galaxy 2,6,2019,545767,946 hours,133887,11,145,759,1,576.92,,,,,,,,,
916,127,hell let loose,6,2019,537810,13909 hours,31481,92,2456,747,19,38.67,,,,,,,,,
917,136,outer wilds,6,2019,487519,6281 hours,23165,37,1535,678,8,77.62,,,,,,,,,
918,137,void bastards,6,2019,487401,10744 hours,20365,82,2862,677,14,45.36,,,,,,,,,
919,140,banjokazooie,6,2019,478349,7234 hours,142486,45,1404,665,10,66.13,,,,,,,,,
920,150,madden nfl 19,6,2019,445005,57984 hours,18418,253,9925,618,80,7.67,,,,,,,,,
921,152,nhl 19,6,2019,436332,15593 hours,68312,77,4215,606,21,27.98,,,,,,,,,
922,160,the legend of zelda the minish cap,6,2019,412132,1195 hours,152020,12,184,573,1,344.88,,,,,,,,,
923,173,trover saves the universe,6,2019,365558,9998 hours,33114,105,2956,508,13,36.56,,,,,,,,,
924,175,reventure,6,2019,363786,3084 hours,20569,22,903,505,4,117.96,,,,,,,,,
926,179,punchout,6,2019,359211,181 hours,155210,14,95,499,0,1984.59,,,,,,,,,
927,182,roller champions,6,2019,344913,6664 hours,42724,251,3542,479,9,51.76,,,,,,,,,
928,183,getting over it with bennett foddy,6,2019,343951,4520 hours,22530,22,2173,478,6,76.1,,,,,,,,,
929,190,mega man 11,6,2019,327984,952 hours,124320,9,246,456,1,344.52,,,,,,,,,
930,192,barotrauma,6,2019,324557,3306 hours,16835,43,662,451,4,98.17,,,,,,,,,
931,196,thehunter call of the wild,6,2019,312124,16140 hours,13252,69,2602,434,22,19.34,,,,,,,,,
932,197,overcooked 2,6,2019,311798,6614 hours,26341,30,2459,433,9,47.14,,,,,,,,,
933,200,days gone,6,2019,308481,49714 hours,11061,150,6989,429,69,6.21,,,,,,,,,
934,61,wolfenstein youngblood,7,2019,1188315,24882 hours,49242,453,5459,1599,33,47.76,,,,,,,,,
935,76,crash team racing nitrofueled,7,2019,909022,31570 hours,32785,182,8993,1223,42,28.79,,,,,,,,,
936,82,the sinking city,7,2019,858422,19282 hours,17144,163,2504,1155,25,44.52,,,,,,,,,
937,116,battalion 1944,7,2019,521109,43436 hours,17384,214,6576,701,58,12.0,,,,,,,,,
938,123,judgment,7,2019,492171,19130 hours,11959,71,1463,662,25,25.73,,,,,,,,,
939,127,iratus lord of the dead,7,2019,479715,4009 hours,19308,54,576,645,5,119.66,,,,,,,,,
940,129,marvel ultimate alliance 3 the black order,7,2019,475562,13116 hours,18104,275,2045,640,17,36.26,,,,,,,,,
941,133,mordhau,7,2019,458617,23144 hours,14122,72,5528,617,31,19.82,,,,,,,,,
942,143,bloodstained ritual of the night,7,2019,430023,33913 hours,6338,162,4582,578,45,12.68,,,,,,,,,
943,147,cooking simulator,7,2019,421214,5183 hours,28094,22,1781,566,6,81.27,,,,,,,,,
944,156,splatoon 2,7,2019,389951,37281 hours,17663,344,4269,524,50,10.46,,,,,,,,,
945,161,earth defense force 5,7,2019,362395,10754 hours,23317,57,1262,487,14,33.7,,,,,,,,,
946,187,my friend pedro,7,2019,283073,6298 hours,31539,44,2852,380,8,44.95,,,,,,,,,
947,192,layers of fear 2,7,2019,275667,3437 hours,26329,18,1169,371,4,80.21,,,,,,,,,
948,195,just dance 2019,7,2019,273103,3349 hours,25233,17,689,367,4,81.55,,,,,,,,,
949,117,silver chains,8,2019,521623,3355 hours,26167,50,1029,702,4,155.48,,,,,,,,,
950,122,telling lies,8,2019,510276,2312 hours,34822,39,596,686,3,220.71,,,,,,,,,
951,124,age of wonders planetfall,8,2019,501000,10589 hours,11622,153,1379,674,14,47.31,,,,,,,,,
952,127,ring of elysium,8,2019,474000,40382 hours,53735,139,5602,637,54,11.74,,,,,,,,,
953,137,wrestling,8,2019,437545,4062 hours,48683,25,174,588,5,107.72,,,,,,,,,
954,138,dragon quest builders 2,8,2019,431992,17822 hours,6470,60,1471,581,23,24.24,,,,,,,,,
955,139,rebel galaxy outlaw,8,2019,426154,4818 hours,28382,60,746,573,6,88.45,,,,,,,,,
956,143,samurai shodown,8,2019,414983,4026 hours,74167,22,806,558,5,103.08,,,,,,,,,
957,144,poku00e9mon ultra sunultra moon,8,2019,411731,8654 hours,18445,33,794,554,11,47.58,,,,,,,,,
959,147,60 seconds,8,2019,402052,2052 hours,23955,15,918,541,2,195.93,,,,,,,,,
960,167,blazblue cross tag battle,8,2019,344093,3962 hours,99122,19,886,463,5,86.85,,,,,,,,,
961,188,hide or die,8,2019,289859,6025 hours,25733,135,1301,390,8,48.11,,,,,,,,,
963,197,warhammer 40000 inquisitor prophecy,8,2019,272130,1401 hours,18992,13,151,366,1,194.24,,,,,,,,,
965,50,greedfall,9,2019,1824843,48489 hours,64452,564,6046,2538,67,37.63,,,,,,,,,
966,63,the surge 2,9,2019,1379007,13549 hours,52272,218,1807,1917,18,101.78,,,,,,,,,
967,81,astral chain,9,2019,875207,31579 hours,28180,240,3352,1217,43,27.71,,,,,,,,,
968,83,cube world,9,2019,853426,21667 hours,40613,531,4736,1186,30,39.39,,,,,,,,,
969,94,fifa 19,9,2019,708277,62743 hours,39433,364,15121,985,87,11.29,,,,,,,,,
971,113,minion masters,9,2019,518487,18892 hours,7795,55,1790,721,26,27.44,,,,,,,,,
972,142,catherine full body,9,2019,404526,15542 hours,10171,127,1965,562,21,26.03,,,,,,,,,
973,150,daymare 1998,9,2019,375548,4610 hours,26518,76,1062,522,6,81.46,,,,,,,,,
974,164,dicey dungeons,9,2019,322517,5029 hours,10269,27,1127,448,6,64.13,,,,,,,,,
976,172,princess connect redive,9,2019,296930,5223 hours,5101,33,484,412,7,56.85,,,,,,,,,
977,173,catherine,9,2019,296831,1361 hours,23418,12,288,412,1,218.1,,,,,,,,,
978,179,poku00e9mon blackwhite version 2,9,2019,281975,1896 hours,49239,13,325,392,2,148.72,,,,,,,,,
979,181,phoenix wright ace attorney trilogy,9,2019,281404,2665 hours,13806,22,431,391,3,105.59,,,,,,,,,
980,187,paper mario the thousandyear door,9,2019,258017,2232 hours,53167,15,307,358,3,115.6,,,,,,,,,
981,197,football manager 2019,9,2019,247771,11860 hours,7349,59,1208,344,16,20.89,,,,,,,,,
982,199,call of duty modern warfare,9,2019,244023,19316 hours,8694,76,6035,339,26,12.63,,,,,,,,,
983,45,tom clancys ghost recon breakpoint,10,2019,2246345,139045 hours,83076,836,13482,3023,187,16.16,,,,,,,,,
984,88,mansions of madness,10,2019,814533,6401 hours,62020,122,1387,1096,8,127.25,,,,,,,,,
985,96,little misfortune,10,2019,701991,3832 hours,29288,22,1198,944,5,183.19,,,,,,,,,
986,106,indivisible,10,2019,626849,17422 hours,19248,197,2210,843,23,35.98,,,,,,,,,
987,109,unrailed,10,2019,601192,2746 hours,34357,21,652,809,3,218.93,,,,,,,,,
988,113,mlb the show 19,10,2019,587239,11853 hours,14464,56,4224,790,15,49.54,,,,,,,,,
989,133,what the golf,10,2019,470513,1557 hours,26889,15,546,633,2,302.19,,,,,,,,,
990,134,warface,10,2019,460906,20656 hours,25277,79,3262,620,27,22.31,,,,,,,,,
991,136,disco elysium,10,2019,441111,4514 hours,25405,46,839,593,6,97.72,,,,,,,,,
992,138,trine 4 the nightmare prince,10,2019,436433,6253 hours,21468,83,1173,587,8,69.8,,,,,,,,,
993,141,ai the somnium files,10,2019,424053,5248 hours,12582,31,424,570,7,80.8,,,,,,,,,
994,145,blair witch,10,2019,415088,14510 hours,28785,142,4498,558,19,28.61,,,,,,,,,
995,152,children of morta,10,2019,399989,3469 hours,25610,23,694,538,4,115.3,,,,,,,,,
996,156,the dark pictures anthology man of medan,10,2019,393272,12771 hours,24701,115,3584,529,17,30.79,,,,,,,,,
997,157,blasphemous,10,2019,391846,7467 hours,15342,33,1493,527,10,52.48,,,,,,,,,
998,169,phoenix wright ace attorney trilogy,10,2019,357314,3271 hours,10410,22,436,480,4,109.24,,,,,,,,,
999,170,mistover,10,2019,356455,7075 hours,6282,68,865,479,9,50.38,,,,,,,,,
1000,177,chernobylite,10,2019,337379,3502 hours,26398,102,1304,454,4,96.34,,,,,,,,,
1001,179,secret neighbor,10,2019,332347,5012 hours,27344,76,1705,447,6,66.31,,,,,,,,,
1002,183,dauntless,10,2019,318682,37288 hours,13362,133,5820,428,50,8.55,,,,,,,,,
1003,185,dragon quest 4,10,2019,316267,16192 hours,6382,52,1215,425,21,19.53,,,,,,,,,
1004,188,realm royale,10,2019,313524,47953 hours,3234,172,6422,421,64,6.54,,,,,,,,,
1005,189,poly bridge,10,2019,313184,1106 hours,28104,9,440,421,1,283.17,,,,,,,,,
1006,193,medievil,10,2019,303729,11215 hours,8934,209,2328,408,15,27.08,,,,,,,,,
1007,196,ancestors the humankind odyssey,10,2019,300413,4082 hours,24621,17,681,404,5,73.59,,,,,,,,,
1009,198,poku00e9mon stadium 2,10,2019,297873,1337 hours,3036,18,134,400,1,222.79,,,,,,,,,
1010,199,wwe 2k20,10,2019,296891,10979 hours,18023,141,1575,399,14,27.04,,,,,,,,,
1011,66,the outer worlds,11,2019,1325358,132086 hours,14033,747,21349,1843,183,10.03,,,,,,,,,
1012,81,shenmue 3,11,2019,955001,12325 hours,25263,131,1405,1328,17,77.48,,,,,,,,,
1013,89,diablo 4,11,2019,819419,1620 hours,47472,21,245,1139,2,505.81,,,,,,,,,
1014,95,ratropolis,11,2019,748399,6142 hours,19053,46,850,1040,8,121.85,,,,,,,,,
1015,100,internet cafe simulator,11,2019,702992,4627 hours,35892,55,1454,977,6,151.93,,,,,,,,,
1016,112,superliminal,11,2019,611776,2612 hours,66435,30,1009,850,3,234.22,,,,,,,,,
1019,121,ring fit adventure,11,2019,524888,5062 hours,16896,27,954,730,7,103.69,,,,,,,,,
