,appid,name,release_date,english,developer,publisher,platforms,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,Rank,Game,Month,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
492,544750,soulcalibur 6,2018-10-18,1,BANDAI NAMCO Studios;Dimps Corporation,BANDAI NAMCO Entertainment,windows,0,49,2992,676,184,305,100000-200000,49.99,200,soulcalibur 6,11,2019,232270,7204 hours,9782,60,1250,323,10,32.24
493,544920,darwin project,2018-03-09,1,Scavengers Studio,Scavengers Studio,windows,0,0,9663,2267,160,82,500000-1000000,0.0,125,darwin project,1,2020,687024,42523 hours,21444,193,9901,924,57,16.16
494,545540,the infectious madness of doctor dekker,2017-05-19,1,D'Avekki Studios Ltd,D'Avekki Studios Ltd,windows;mac;linux,0,35,207,40,93,93,20000-50000,6.99,171,the infectious madness of doctor dekker,5,2017,162777,589 hours,33579,8,119,219,0,276.36
495,546050,puyo puyo tetris,2018-02-27,1,Sonic Team;Bitbaboon,SEGA,windows,0,42,1610,379,231,231,200000-500000,14.99,182,puyo puyo tetris,6,2018,284802,4975 hours,11262,20,983,396,6,57.25
496,547860,rend,2019-03-29,1,Frostkeep Studios,Frostkeep Studios,windows,0,0,773,521,72,72,50000-100000,11.39,77,rend,8,2018,958245,20333 hours,28195,150,1908,1289,27,47.13
497,548430,deep rock galactic,2018-02-28,1,Ghost Ship Games,Coffee Stain Publishing,windows,0,0,10254,838,3350,4384,500000-1000000,24.99,124,deep rock galactic,5,2020,1103454,38706 hours,30963,162,4763,1485,52,28.51
498,550650,black squad,2017-07-28,1,NS STUDIO,NS STUDIO,windows,0,36,33695,11081,1835,42,5000000-10000000,0.0,196,black squad,5,2018,201693,18451 hours,15718,61,3002,271,24,10.93
499,550900,metin2,2017-05-08,1,WEBZEN Inc.,Gameforge 4D GmbH,windows,0,0,4526,2741,2225,791,1000000-2000000,0.0,190,metin2,3,2021,820134,24740 hours,6461,94,1962,1103,33,33.15
500,551860,abandon ship,2018-02-21,1,Fireblade Software,Fireblade Software,windows,0,0,270,109,209,317,20000-50000,14.99,181,abandon ship,2,2018,186349,1426 hours,11183,36,392,277,2,130.68
501,552500,warhammer vermintide 2,2018-03-08,1,Fatshark,Fatshark,windows,0,26,21509,7336,2025,1024,2000000-5000000,23.79,146,warhammer vermintide 2,8,2019,405372,24954 hours,21529,116,4236,545,33,16.24
502,552520,far cry 5,2018-03-26,1,Ubisoft Montreal;Red Storm;Ubisoft Shanghai;Ubisoft Toronto;Ubisoft Kiev,Ubisoft,windows,0,0,23373,11081,1869,1694,500000-1000000,49.99,129,far cry 5,5,2018,413826,52405 hours,6906,189,18716,556,70,7.9
503,552700,world of final fantasy,2017-11-21,1,Square Enix,Square Enix,windows,12,49,1136,287,519,561,50000-100000,18.49,74,world of final fantasy,11,2016,561422,33074 hours,9423,149,3388,780,46,16.97
504,552990,world of warships,2017-11-15,1,Wargaming Group Limited,Wargaming Group Limited,windows,0,44,9386,3667,341,135,2000000-5000000,0.0,84,world of warships,4,2021,2548919,67218 hours,17882,205,4484,3545,93,37.92
505,554620,life is strange before the storm,2017-08-31,1,Deck Nine;Feral Interactive (Mac);Feral Interactive (Linux),Square Enix;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,16,34,21705,1520,478,651,500000-1000000,13.99,200,life is strange before the storm,1,2018,228938,13526 hours,4399,56,2935,308,18,16.93
506,555220,detention,2017-01-12,1,RedCandleGames,RedCandleGames;AGM PLAYISM,windows;mac;linux,0,8,8540,2688,387,409,500000-1000000,8.99,89,detention,1,2017,617452,5696 hours,38085,94,1791,831,7,108.4
507,555570,infestation the new z,2016-11-22,1,Fredaikis AB,Fredaikis AB,windows,0,63,13726,14201,376,73,5000000-10000000,0.0,183,infestation the new z,2,2019,262976,8517 hours,3663,30,635,391,12,30.88
508,558420,stories untold,2017-02-27,1,No Code,Devolver Digital,windows;mac,0,13,2196,302,196,196,100000-200000,6.99,186,stories untold,3,2017,136187,433 hours,37433,6,135,183,0,314.52
509,559100,phantom doctrine,2018-08-14,1,CreativeForge Games,Good Shepherd Entertainment,windows,0,47,1235,436,2016,2016,50000-100000,30.99,175,phantom doctrine,8,2018,254319,4871 hours,10837,74,629,342,6,52.21
510,559650,witch it,2017-05-31,1,Barrel Roll Games,Daedalic Entertainment,windows,0,70,2636,283,175,210,100000-200000,10.99,147,witch it,7,2018,404501,769 hours,40537,17,332,544,1,526.01
511,560130,pillars of eternity ii deadfire,2018-05-08,1,Obsidian Entertainment,Versus Evil;Obsidian Entertainment,windows;mac;linux,0,55,4435,876,2234,2274,200000-500000,32.99,49,pillars of eternity ii deadfire,5,2018,1731365,25887 hours,23893,275,2196,2330,34,66.88
512,560380,maplestory 2,2018-10-04,1,Nexon Korea Corporation,Nexon America Inc.,windows,0,0,5143,1750,1273,149,1000000-2000000,0.0,178,maplestory 2,12,2018,341262,23290 hours,3413,105,3103,459,31,14.65
513,562810,monopoly plus,2017-09-07,1,Ubisoft Pune,Ubisoft,windows,0,0,528,719,303,427,100000-200000,12.49,152,monopoly plus,2,2021,954478,9562 hours,120833,68,2834,1422,14,99.82
514,567640,danganronpa v3 killing harmony,2017-09-25,1,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",windows,0,41,3240,571,2832,3642,100000-200000,30.99,139,danganronpa v3 killing harmony,7,2020,899575,5219 hours,18207,18,377,1210,7,172.37
515,569480,kingdoms and castles,2017-07-20,1,"Lion Shield, LLC","Lion Shield, LLC",windows;mac;linux,0,12,6380,1119,466,523,500000-1000000,6.99,144,kingdoms and castles,7,2017,318350,3284 hours,50067,42,931,428,4,96.94
516,569860,thimbleweed park,2017-03-30,1,Terrible Toybox,Terrible Toybox,windows;mac;linux,0,33,1949,126,778,965,100000-200000,14.99,124,thimbleweed park,4,2017,274264,3268 hours,10566,28,475,381,4,83.92
517,570940,dark souls,2018-05-23,1,QLOC,"FromSoftware, Inc;BANDAI NAMCO Entertainment",windows,0,41,8669,4014,1160,1417,200000-500000,34.99,119,dark souls,4,2021,1607073,72093 hours,16412,202,7969,2235,100,22.29
518,571740,golf it,2017-02-17,1,Perfuse Entertainment,Perfuse Entertainment,windows,0,28,3219,744,815,731,200000-500000,5.99,110,golf it,12,2020,1376590,7291 hours,97994,45,2630,1852,9,188.81
519,572520,dropzone,2017-02-15,1,Sparkypants Studios LLC,Sparkypants Studios LLC,windows,0,13,557,243,387,393,200000-500000,0.0,194,dropzone,4,2017,129050,989 hours,19968,9,234,179,1,130.49
520,574050,dragon quest heroes 2,2017-04-25,1,"Square Enix;KOEI TECMO GAMES CO., LTD.",Square Enix,windows,12,43,398,169,0,0,20000-50000,39.99,190,dragon quest heroes 2,8,2016,118859,1062 hours,5027,9,69,159,1,111.92
521,577800,nba 2k18,2017-09-14,1,Visual Concepts,2K,windows,0,50,4832,12067,3499,4773,1000000-2000000,39.99,51,nba 2k18,8,2018,1540838,110474 hours,61960,356,20172,2073,148,13.95
522,577940,killer instinct,2017-09-27,1,Iron Galaxy,Microsoft Studios,windows,0,464,1301,175,203,270,50000-100000,29.99,117,killer instinct,3,2017,277077,4647 hours,25372,21,1014,372,6,59.62
523,578080,playerunknowns battlegrounds,2017-12-21,1,PUBG Corporation,PUBG Corporation,windows,0,37,496184,487076,22938,12434,50000000-100000000,26.99,27,playerunknowns battlegrounds,4,2021,13144497,610450 hours,84101,1459,39155,18281,849,21.53
524,581320,insurgency sandstorm,2018-12-12,1,New World Interactive,Focus Home Interactive,windows,0,37,12858,3933,1425,2092,500000-1000000,25.99,113,insurgency sandstorm,12,2018,612790,27906 hours,46465,120,6363,824,37,21.96
525,582010,monster hunter world,2018-08-09,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,0,50,72029,35294,6512,5372,5000000-10000000,49.99,141,monster hunter world,3,2021,1278248,128585 hours,14073,271,14470,1720,173,9.94
526,582160,assassins creed origins,2017-10-26,1,Ubisoft Montreal,Ubisoft,windows,0,67,31644,6007,2908,3143,1000000-2000000,49.99,181,assassins creed origins,3,2018,227489,28268 hours,5965,100,9262,306,38,8.05
527,582550,passpartout the starving artist,2017-06-06,1,Flamebait Games,Flamebait Games,windows;mac;linux,0,25,1722,473,133,44,100000-200000,6.99,111,passpartout the starving artist,6,2017,318085,1424 hours,50975,13,569,442,1,223.37
528,582660,black desert online,2017-05-24,1,Pearl Abyss,Kakao Games Europe B.V.,windows,0,0,10337,5759,15507,3322,1000000-2000000,7.99,58,black desert online,4,2021,3899984,164140 hours,41162,375,8136,5424,228,23.76
529,583470,the end is nigh,2017-07-12,1,Edmund McMillen;Tyler Glaiel,Edmund McMillen;Tyler Glaiel,windows;mac;linux,0,106,1413,102,73,73,100000-200000,10.99,82,the end is nigh,7,2017,620524,7300 hours,36051,120,1383,835,9,85.0
530,583950,artifact,2018-11-28,1,Valve,Valve,windows;mac;linux,0,0,9937,10501,1797,1616,1000000-2000000,15.99,161,artifact,5,2019,424612,15810 hours,16194,268,4709,571,21,26.86
531,584400,sonic mania,2017-08-29,1,Christian Whitehead;Headcannon;PagodaWest Games,SEGA,windows,0,18,8669,984,44,44,100000-200000,14.99,138,sonic mania,9,2017,266591,16645 hours,36144,117,5232,370,23,16.02
532,584980,late shift,2017-04-18,1,CtrlMovie,Wales Interactive,windows;mac,0,20,4059,525,308,387,200000-500000,9.99,134,late shift,4,2018,375133,2481 hours,26704,33,1034,521,3,151.2
533,588160,pizza connection 3,2018-03-22,1,Gentlymad Studios,Assemble Entertainment,windows;mac;linux,0,29,266,364,0,0,20000-50000,19.49,149,pizza connection 3,3,2018,273344,1588 hours,35335,65,390,367,2,172.13
534,588650,dead cells,2018-08-06,1,Motion Twin,Motion Twin,windows;mac;linux,0,60,26033,1434,1006,973,1000000-2000000,21.99,153,dead cells,2,2020,492580,20617 hours,19229,109,4770,708,29,23.89
535,589290,holdfast nations at war,2017-09-21,1,Anvil Game Studios,Anvil Game Studios,windows,0,0,4354,741,1560,1830,100000-200000,14.99,163,holdfast nations at war,9,2017,207189,1367 hours,43613,26,357,288,1,151.56
536,589360,ni no kuni ii revenant kingdom,2018-03-23,1,Level-5,BANDAI NAMCO Entertainment,windows,0,63,3220,638,1871,2799,100000-200000,49.99,115,ni no kuni ii revenant kingdom,4,2018,439163,33829 hours,9445,146,5084,610,47,12.98
537,589590,kindergarten,2017-06-15,1,Con Man Games;SmashGames,SmashGames,windows;mac;linux,0,8,2076,138,114,127,100000-200000,3.99,128,kindergarten,4,2017,251621,426 hours,33777,5,135,349,0,590.66
538,589780,the red strings club,2018-01-22,1,Deconstructeam,Devolver Digital,windows;mac;linux,0,19,2688,221,101,111,200000-500000,11.39,171,the red strings club,2,2018,198079,657 hours,28221,7,196,295,0,301.49
539,590380,into the breach,2018-02-27,1,Subset Games,Subset Games,windows;mac,0,55,5245,426,1277,1738,200000-500000,11.39,79,into the breach,3,2018,786452,20098 hours,12904,151,3779,1058,27,39.13
540,593600,pixark,2018-03-27,1,Snail Games USA,Snail Games USA,windows,0,35,2507,1539,220,258,200000-500000,19.49,195,pixark,5,2018,202314,5237 hours,7396,24,588,272,7,38.63
541,594330,visage,2018-10-02,1,SadSquare Studio,SadSquare Studio,windows,0,7,1124,163,0,0,20000-50000,19.49,196,visage,12,2020,524013,18022 hours,16424,78,3960,705,24,29.08
542,594570,total war warhammer 2,2017-09-28,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,134,19420,2994,4721,2624,1000000-2000000,39.99,184,total war warhammer 2,2,2021,696858,26740 hours,7815,83,2318,1038,39,26.06
543,594650,hunt showdown,2018-02-22,1,Crytek,Crytek,windows,0,0,20679,7074,991,1169,1000000-2000000,25.99,55,hunt showdown,4,2021,4121765,220198 hours,43946,700,16139,5732,306,18.72
544,595140,immortal redneck,2017-04-25,1,Crema,Crema,windows;mac;linux,0,44,1259,124,477,502,100000-200000,14.95,104,immortal redneck,5,2017,402083,4471 hours,39176,29,923,541,6,89.93
545,595520,final fantasy xii the zodiac age,2018-02-01,1,Square Enix,Square Enix,windows,16,41,1706,277,221,221,100000-200000,34.99,67,final fantasy xii the zodiac age,7,2017,830287,24809 hours,11865,163,1941,1117,33,33.47
546,595690,one hour one life,2018-11-08,1,Jason Rohrer,Jason Rohrer,windows,0,0,875,212,0,0,20000-50000,15.49,72,one hour one life,11,2018,1118318,4793 hours,34399,33,767,1555,6,233.32
547,596970,sunless skies,2019-01-31,1,Failbetter Games,Failbetter Games,windows;mac;linux,0,31,580,142,0,0,50000-100000,18.99,164,sunless skies,2,2019,316414,3276 hours,12398,45,467,471,4,96.59
548,598980,the coin game,2019-02-22,1,devotid,devotid Media,windows,0,14,145,12,0,0,0-20000,6.19,196,the coin game,6,2020,482797,851 hours,41898,10,290,671,1,567.33
549,599140,graveyard keeper,2018-08-15,1,Lazy Bear Games,tinyBuild,windows;mac;linux,0,62,4802,1541,837,1214,200000-500000,15.49,198,graveyard keeper,2,2021,613821,6608 hours,21608,33,772,914,9,92.89
550,600370,paradigm,2017-04-05,1,Jacob Janerka,Jacob Janerka,windows;mac;linux,0,18,685,27,28,28,50000-100000,10.99,146,paradigm,4,2017,195665,816 hours,37173,7,187,272,1,239.79
551,601150,devil may cry 5,2019-03-07,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,51,17657,1487,916,950,1000000-2000000,44.99,170,devil may cry 5,1,2020,415479,13116 hours,144037,40,3208,559,17,31.68
552,601430,the evil within 2,2017-10-12,1,Tango Gameworks,Bethesda Softworks,windows,18,51,8871,790,1299,1810,100000-200000,39.99,130,the evil within 2,2,2018,297818,7801 hours,19248,33,2506,443,11,38.18
553,601510,yugioh duel links,2017-11-16,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,0,20,7969,2563,864,1115,1000000-2000000,0.0,184,yugioh duel links,4,2021,863882,23770 hours,6170,68,2468,1201,33,36.34
554,606150,moonlighter,2018-05-29,1,Digital Sun,11 bit studios,windows;mac;linux,0,57,3035,833,819,991,100000-200000,15.49,120,moonlighter,6,2018,494371,20585 hours,12064,144,4103,687,28,24.02
555,606280,darksiders 3,2018-11-27,1,Gunfire Games,THQ Nordic,windows,0,59,3302,1368,1716,1851,100000-200000,44.99,126,darksiders 3,12,2018,522104,29924 hours,19743,227,4813,702,40,17.45
556,607050,wargroove,2019-02-01,1,Chucklefish,Chucklefish,windows,0,23,1040,252,156,156,50000-100000,15.99,119,wargroove,2,2019,524986,14432 hours,30241,156,2696,782,21,36.38
557,607890,sword art online hollow realization,2017-10-27,1,AQURIA,BANDAI NAMCO Entertainment,windows,0,53,2860,707,605,941,100000-200000,39.99,115,sword art online hollow realization,11,2016,249381,19265 hours,6337,110,2148,346,26,12.94
558,609320,far lone sails,2018-05-17,1,Okomotive,Mixtvision,windows;mac,0,14,3359,266,179,270,100000-200000,11.39,134,far lone sails,5,2018,400639,3483 hours,33860,57,1212,539,4,115.03
559,610180,the jackbox party pack 4,2017-10-18,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows;mac;linux,0,20,284,54,50,50,100000-200000,18.99,194,the jackbox party pack 4,3,2018,204423,7946 hours,29321,50,2138,275,10,25.73
560,611500,quake champions,2017-08-22,1,id Software,Bethesda Softworks,windows,0,52,15879,7098,754,102,500000-1000000,0.0,198,quake champions,2,2020,341767,11395 hours,5313,42,1366,491,16,29.99
561,611790,house party,2017-06-30,1,"Eek! Games, LLC","Eek! Games, LLC",windows,18,32,3329,593,313,349,100000-200000,10.99,188,house party,7,2017,232757,374 hours,45417,9,167,313,0,622.34
562,612470,bio inc redemption,2018-03-08,1,DryGin Studios,DryGin Studios,windows,0,41,648,95,100,100,50000-100000,9.99,148,bio inc redemption,3,2018,274119,794 hours,31723,9,216,368,1,345.24
563,612880,wolfenstein ii the new colossus,2017-10-26,1,Machine Games,Bethesda Softworks,windows,18,80,11732,4461,921,870,500000-1000000,39.99,177,wolfenstein ii the new colossus,2,2018,189205,3551 hours,24954,19,1319,281,5,53.28
564,613100,house flipper,2018-05-17,1,Empyrean,Frozen District;PlayWay S.A.,windows;mac,0,26,7019,1761,520,350,500000-1000000,15.49,183,house flipper,5,2020,611416,19928 hours,9409,101,3639,822,26,30.68
565,613830,chrono trigger,2018-02-27,1,Square Enix,Square Enix,windows,0,13,1121,376,0,0,100000-200000,11.99,102,chrono trigger,6,2019,847669,3181 hours,143113,20,471,1178,4,266.48
566,614570,dishonored death of the outsider,2017-09-14,1,Arkane Studios,Bethesda Softworks,windows,18,30,2864,541,891,1159,200000-500000,19.99,124,dishonored death of the outsider,9,2017,315233,6634 hours,11403,98,1345,438,9,47.52
567,617160,home sweet home,2017-09-26,1,"YGGDRAZIL GROUP CO.,LTD","YGGDRAZIL GROUP CO.,LTD",windows,0,0,984,176,12,12,50000-100000,12.99,90,home sweet home,10,2017,536146,5292 hours,40288,35,1322,721,7,101.31
568,617700,weed shop 2,2017-03-30,1,ADhD Studios,Weed Games,windows;mac,0,18,339,73,0,0,20000-50000,7.19,148,weed shop 2,5,2018,343217,3011 hours,29053,28,444,461,4,113.99
569,619780,the swords of ditto,2018-04-24,1,onebitbeyond,Devolver Digital,windows;mac;linux,0,20,650,597,542,542,50000-100000,11.39,194,the swords of ditto,4,2018,199384,4802 hours,23183,120,1203,277,6,41.52
570,620980,beat saber,2018-05-01,1,Beat Games,Beat Games,windows,0,0,11083,797,1204,1349,200000-500000,15.49,179,beat saber,1,2021,706799,54513 hours,151270,166,10656,951,73,12.97
571,621060,pc building simulator,2019-01-29,1,Claudiu Kiss;The Irregular Corporation,The Irregular Corporation,windows,0,53,6563,775,2021,3387,200000-500000,14.99,110,pc building simulator,4,2018,490206,12829 hours,45622,110,3296,681,17,38.21
572,624090,football manager 2018,2017-11-09,1,Sports Interactive,SEGA,windows;mac;linux,0,77,4399,2466,19379,23360,1000000-2000000,37.99,111,football manager 2018,9,2018,514533,10695 hours,9647,64,964,715,14,48.11
573,626690,sword art online fatal bullet,2018-02-23,1,DIMPS,BANDAI NAMCO Entertainment,windows,0,63,5654,2082,1413,1779,200000-500000,34.99,185,sword art online fatal bullet,3,2018,223440,24687 hours,7045,142,4127,300,33,9.05
574,627270,injustice 2,2017-11-30,1,NetherRealm Studios;QLOC,WB Games,windows,0,74,3673,938,103,163,200000-500000,39.99,161,injustice 2,2,2018,213481,9628 hours,13691,78,2982,318,14,22.17
575,630100,soulworker,2018-02-26,1,"Lion Games Co., Ltd.",Gameforge 4D GmbH,windows,0,0,5953,1904,1492,196,1000000-2000000,0.0,176,soulworker,4,2018,225452,25383 hours,7240,72,2839,313,35,8.88
576,631510,devil may cry collection,2018-03-13,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,16,99,1217,211,125,146,50000-100000,24.99,173,devil may cry collection,3,2018,236415,8296 hours,16176,71,2526,318,11,28.5
577,632300,hobo tough life,2017-07-25,1,Perun Creative,Perun Creative,windows,0,0,568,280,43,43,20000-50000,13.99,152,hobo tough life,4,2021,1130877,8649 hours,37671,50,1243,1572,12,130.75
578,632360,risk of rain 2,2019-03-28,1,Hopoo Games,Gearbox Publishing,windows,0,0,17902,975,1455,1323,1000000-2000000,14.99,134,risk of rain 2,9,2020,897709,72672 hours,20189,270,11907,1248,101,12.35
579,633230,naruto to boruto shinobi striker,2018-08-30,1,Soleil Ltd.,BANDAI NAMCO Entertainment,windows,0,48,1937,1574,417,696,50000-100000,39.99,151,naruto to boruto shinobi striker,9,2018,369595,50850 hours,6619,375,8959,514,70,7.27
580,633360,remothered tormented fathers,2018-01-30,1,Stormind Games,Darril Arts,windows,0,10,764,215,0,0,20000-50000,15.49,124,remothered tormented fathers,2,2018,306195,3066 hours,10964,32,839,456,4,99.87
581,637090,battletech,2018-04-24,1,Harebrained Schemes,Paradox Interactive,windows;mac;linux,0,128,8238,2953,1641,1653,500000-1000000,34.99,102,battletech,5,2018,594185,28616 hours,13265,155,2533,799,38,20.76
582,637100,sonic forces,2017-11-07,1,Sonic Team;Hardlight,SEGA,windows,0,48,2156,1045,0,0,100000-200000,34.99,153,sonic forces,11,2017,235696,11547 hours,34692,233,3008,327,16,20.41
583,637650,final fantasy xv,2018-03-06,1,Square Enix,Square Enix,windows,16,97,13789,4046,851,701,500000-1000000,34.99,133,final fantasy xv,4,2018,375512,35603 hours,7469,105,5403,522,49,10.55
584,637670,secret of mana,2018-02-15,1,Square Enix,Square Enix,windows,7,37,936,518,244,244,50000-100000,29.99,106,secret of mana,2,2018,430609,25255 hours,9936,407,3907,641,37,17.05
585,638970,yakuza 0,2018-08-01,1,SEGA,SEGA,windows,18,55,9023,1343,1255,1586,200000-500000,14.99,182,yakuza 0,2,2019,263180,11991 hours,5184,40,1513,392,17,21.95
586,640820,pathfinder kingmaker,2018-09-25,1,Owlcat Games,Deep Silver,windows;mac;linux,0,67,6063,2426,1642,1751,200000-500000,34.99,103,pathfinder kingmaker,4,2019,723548,4396 hours,12222,22,408,1006,6,164.59
587,641080,trials rising,2019-02-26,1,RedLynx,Ubisoft,windows,0,0,412,346,1281,1281,20000-50000,20.99,179,trials rising,4,2021,879900,4978 hours,19178,26,639,1223,6,176.76
588,641990,the escapists 2,2017-08-21,1,Team17 Digital Ltd;Mouldy Toof Studios,Team17 Digital Ltd,windows;mac;linux,0,58,5085,1167,674,950,500000-1000000,19.99,94,the escapists 2,9,2017,429925,6090 hours,13433,41,1723,597,8,70.6
589,644930,they are billions,2017-12-12,1,Numantian Games,Numantian Games,windows,0,30,11377,1921,1712,1437,500000-1000000,19.49,135,they are billions,3,2021,1392138,9321 hours,21213,29,642,1873,12,149.36
590,645630,car mechanic simulator 2018,2017-07-28,1,Red Dot Games,PlayWay S.A.,windows;mac,0,60,9390,2752,724,698,500000-1000000,14.99,129,car mechanic simulator 2018,8,2017,320046,9280 hours,36763,45,1510,430,12,34.49
591,646270,60 parsecs,2018-09-18,1,Robot Gentleman,Robot Gentleman,windows;mac,0,40,432,92,465,465,20000-50000,10.99,109,60 parsecs,9,2018,529688,1867 hours,31960,27,606,736,2,283.71
592,646570,slay the spire,2019-01-23,1,Mega Crit Games,Mega Crit Games,windows;mac;linux,0,43,26166,998,3034,1857,1000000-2000000,19.49,145,slay the spire,4,2021,1237764,16238 hours,34377,50,2526,1721,22,76.23
593,646910,the crew 2,2018-06-28,1,Ivory Tower,Ubisoft,windows,0,34,4030,3916,2029,1685,200000-500000,49.99,85,the crew 2,7,2018,919794,39419 hours,33296,205,7084,1237,53,23.33
594,648350,jurassic world evolution,2018-06-11,1,Frontier Developments,Frontier Developments,windows,0,62,9824,4060,1201,1509,500000-1000000,34.99,198,jurassic world evolution,9,2018,227382,7954 hours,7531,38,1711,316,11,28.59
595,648800,raft,2018-05-23,1,Redbeet Interactive,Axolot Games,windows,0,47,11577,3177,826,748,500000-1000000,14.99,179,raft,2,2021,735188,68022 hours,30894,223,11644,1095,101,10.81
596,653530,return of the obra dinn,2018-10-18,1,Lucas Pope,3909,windows;mac,0,16,3960,130,160,160,100000-200000,15.49,194,return of the obra dinn,2,2019,231823,1373 hours,10876,9,289,345,2,168.84
597,654880,dream daddy a dad dating simulator,2017-07-20,1,Game Grumps,Game Grumps,windows;mac;linux,0,19,3049,373,230,230,200000-500000,10.99,91,dream daddy a dad dating simulator,7,2017,544538,11682 hours,30084,256,3257,732,15,46.61
598,657200,hand simulator,2017-07-18,1,HFM Games,HFM Games,windows,0,69,9792,2665,169,89,500000-1000000,1.59,193,hand simulator,12,2019,289048,2463 hours,33481,23,1576,389,3,117.36
599,664430,wwe 2k18,2017-10-17,1,"Visual Concepts;Yuke's Co., LTD",2K,windows,0,52,952,970,0,0,500000-1000000,39.99,168,wwe 2k18,2,2018,204194,17235 hours,6821,63,2851,304,25,11.85
600,665360,comedy night,2017-08-24,1,Lighthouse Games Studio,Lighthouse Games Studio,windows;mac;linux,0,0,4195,1280,256,276,200000-500000,3.99,125,comedy night,9,2017,307848,4817 hours,32797,32,1524,428,6,63.91
601,666140,my time at portia,2019-01-15,1,Pathea Games,Team17 Digital Ltd,windows,0,91,10695,1108,2094,2114,500000-1000000,24.99,177,my time at portia,3,2019,331391,11831 hours,13776,40,1359,446,15,28.01
602,671510,desolate,2019-01-17,1,Nearga,HypeTrain Digital,windows,0,72,2564,1094,503,987,100000-200000,19.99,129,desolate,2,2018,300153,7800 hours,37986,68,1880,447,11,38.48
603,673950,farm together,2018-10-11,1,Milkstone Studios,Milkstone Studios,windows;mac;linux,0,45,4022,407,35,35,100000-200000,15.49,167,farm together,3,2018,239949,5592 hours,29903,25,1099,322,7,42.91
604,674020,world war 3,2018-10-19,1,The Farm 51,The Farm 51,windows,0,0,8525,5015,364,384,200000-500000,24.0,97,world war 3,10,2018,747886,22182 hours,26385,234,4140,1006,29,33.72
605,675010,mudrunner,2017-10-30,1,Saber Interactive,Focus Home Interactive,windows,0,62,5845,1172,527,729,200000-500000,19.99,163,mudrunner,11,2017,219667,10660 hours,36489,86,2194,305,14,20.61
606,675260,batman the enemy within,2017-08-08,1,Telltale Games,Telltale Games,windows;mac,0,30,2206,351,629,629,200000-500000,11.99,130,batman the enemy within,4,2018,378534,3302 hours,26352,22,733,526,4,114.64
607,677120,heroes of hammerwatch,2018-03-01,1,Crackshell,Crackshell;Surefire.Games,windows;linux,0,81,1401,356,45,45,100000-200000,9.29,102,heroes of hammerwatch,3,2018,482577,9716 hours,6490,37,1256,649,13,49.67
608,677160,we were here too,2018-02-02,1,Total Mayhem Games,Total Mayhem Games,windows;mac;linux,0,20,1347,384,236,263,100000-200000,7.19,98,we were here too,2,2018,502857,5331 hours,39122,47,1735,749,7,94.33
609,678950,dragon ball fighterz,2018-01-26,1,Arc System Works,BANDAI NAMCO Entertainment,windows,0,35,10441,2264,3020,1311,200000-500000,44.99,111,dragon ball fighterz,3,2021,1725743,73145 hours,80014,382,11841,2322,98,23.59
610,681280,descenders,2018-02-09,1,RageSquid,No More Robots,windows;mac;linux,0,34,666,62,0,0,0-20000,19.49,144,descenders,2,2018,248957,1349 hours,43300,24,484,371,2,184.55
611,681660,bless online,2018-10-23,1,NEOWIZ BLESS STUDIO,NEOWIZ,windows,0,55,3960,5806,5598,8392,200000-500000,0.0,94,bless online,6,2018,761882,50381 hours,9552,335,3964,1059,70,15.12
612,683320,gris,2018-12-13,1,Nomada Studio,Devolver Digital,windows;mac,0,17,5747,242,0,0,200000-500000,14.49,105,gris,12,2018,654015,10557 hours,37570,126,3148,880,14,61.95
613,684410,bridge constructor portal,2017-12-20,1,ClockStone,Headup;Whisper Games,windows;mac;linux,0,16,1701,189,283,518,200000-500000,7.19,134,bridge constructor portal,1,2018,338734,3347 hours,30617,19,1031,455,4,101.21
614,688130,pogostuck rage with your friends,2019-02-28,1,Hendrik Felix Pohl,Hendrik Felix Pohl,windows,0,16,324,95,0,0,20000-50000,5.99,95,pogostuck rage with your friends,7,2020,1464022,6791 hours,36177,39,1482,1970,9,215.58
615,690830,foundation,2019-02-01,1,Polymorph Games,Polymorph Games,windows,0,0,1228,386,219,328,50000-100000,26.99,165,foundation,2,2019,312266,7596 hours,29078,40,1256,465,11,41.11
616,692100,infliction,2018-10-17,1,Caustic Reality,Caustic Reality,windows,0,18,139,23,0,0,0-20000,15.99,135,infliction,10,2018,419368,2271 hours,29109,31,730,564,3,184.66
617,698780,doki doki literature club,2017-10-06,1,Team Salvato,Team Salvato,windows;mac,0,0,108556,3588,162,99,2000000-5000000,0.0,156,doki doki literature club,7,2018,379939,7344 hours,16830,27,2007,511,9,51.73
